fitness: [[ 2.22523155e+01  4.62454163e+02]
 [-5.59223022e+02  4.64621552e+02]
 [-2.39671585e+02  4.66885193e+02]
 [-4.55878204e+02  4.57382996e+02]
 [-7.53392639e+02  4.64317017e+02]
 [ 7.58217144e+00  4.77793427e+02]
 [-1.38270459e+03  4.96349274e+02]
 [-4.02251617e+02  4.62916870e+02]
 [ 2.75178986e+01  4.83582733e+02]
 [-5.04580566e+02  4.55646637e+02]
 [-3.97486603e+02  4.64499176e+02]
 [-2.63493896e+02  4.70603790e+02]
 [-9.24362305e+02  4.77102966e+02]
 [-9.97311096e+02  4.82819305e+02]
 [-6.32600464e+02  4.60606750e+02]
 [-1.47912183e+03  5.02131134e+02]
 [-9.10825989e+02  4.80503479e+02]
 [-1.38891870e+03  4.90511230e+02]
 [-1.37672913e+03  5.07996460e+02]
 [-8.83149597e+02  4.87041931e+02]
 [-1.61155872e+03  5.02868256e+02]
 [-8.19514954e+02  4.70386627e+02]
 [-7.77299744e+02  4.61240112e+02]
 [-8.81028992e+02  4.67108002e+02]
 [ 1.12816414e+02  4.67695190e+02]
 [-7.15188965e+02  4.59740234e+02]
 [-6.21862122e+02  4.57405487e+02]
 [-7.80855530e+02  4.69392303e+02]
 [-1.62605457e+03  4.98676025e+02]
 [-1.32891647e+02  4.61335022e+02]
 [-6.53141235e+02  4.59303345e+02]
 [-7.23087402e+02  4.56477112e+02]
 [ 1.40780472e+02  4.65982849e+02]
 [-7.92239197e+02  4.79544220e+02]
 [-1.51162183e+03  5.06131470e+02]
 [-6.96951233e+02  4.58896240e+02]
 [-8.51028748e+02  4.60494049e+02]
 [ 4.35382271e+00  4.73481995e+02]
 [-1.32626135e+03  4.92082947e+02]
 [-7.46760681e+02  4.59663574e+02]
 [-7.95788574e+02  4.57168518e+02]
 [-1.48947302e+03  5.08139679e+02]
 [-8.33577759e+02  4.95550201e+02]
 [-6.04697937e+02  4.62321686e+02]
 [-5.91935005e+01  4.50729401e+02]
 [-1.44753223e+03  5.09912872e+02]
 [-5.76844727e+02  4.61622040e+02]
 [-1.93191509e+01  4.76928375e+02]
 [-6.18397179e+01  4.78657379e+02]
 [-1.22260559e+02  4.90236084e+02]
 [-1.15636707e+03  5.01552032e+02]
 [ 7.30081635e+01  4.53009949e+02]
 [-8.06893921e+02  4.62411255e+02]
 [-6.38432678e+02  4.57955627e+02]
 [ 1.23289162e+02  4.88047943e+02]
 [-9.12828186e+02  4.74691101e+02]
 [-1.68243469e+03  5.00599091e+02]
 [-1.44853622e+02  4.63303711e+02]
 [-7.32680542e+02  4.60529419e+02]
 [-3.63837921e+02  4.68452271e+02]
 [-1.69659531e+02  4.94806427e+02]
 [-1.67754395e+03  5.07406860e+02]
 [-1.16974695e+03  5.00112762e+02]
 [-1.00205826e+02  4.64108582e+02]
 [-9.08571594e+02  4.70763123e+02]
 [-9.11299133e+01  4.75799408e+02]
 [ 7.70561142e+01  4.80878693e+02]
 [-1.33489038e+03  5.10016907e+02]
 [-5.66576477e+02  4.59481812e+02]
 [-8.41100769e+02  4.75310547e+02]
 [-7.64002625e+02  4.63588867e+02]
 [-8.03008972e+02  4.65615448e+02]
 [-1.27902185e+03  5.08865387e+02]
