it: 1, min: 1.646552324295044, max: 100.0, mean: 76.63011169433594, var: 434.8482971191406, global_min: 1.646552324295044
it: 75, min: 62.06059646606445, max: 62.06059646606445, mean: 62.060604095458984, var: 5.820766091346741e-11, global_min: -69.55844116210938
it: 76, min: 62.06059646606445, max: 62.06059646606445, mean: 62.060604095458984, var: 5.820766091346741e-11, global_min: -69.55844116210938
it: 77, min: 62.06059646606445, max: 62.06059646606445, mean: 62.060604095458984, var: 5.820766091346741e-11, global_min: -69.55844116210938
it: 78, min: 62.06059646606445, max: 62.06059646606445, mean: 62.060604095458984, var: 5.820766091346741e-11, global_min: -69.55844116210938
it: 79, min: 62.06059646606445, max: 146.68768310546875, mean: 62.46345520019531, var: 32.377681732177734, global_min: -69.55844116210938
it: 80, min: 62.06059646606445, max: 62.06059646606445, mean: 62.060604095458984, var: 5.820766091346741e-11, global_min: -69.55844116210938
it: 81, min: 62.06059646606445, max: 62.06059646606445, mean: 62.060604095458984, var: 5.820766091346741e-11, global_min: -69.55844116210938
it: 82, min: 62.06059646606445, max: 62.06059646606445, mean: 62.060604095458984, var: 5.820766091346741e-11, global_min: -69.55844116210938
it: 83, min: 62.06059646606445, max: 62.06059646606445, mean: 62.060604095458984, var: 5.820766091346741e-11, global_min: -69.55844116210938
it: 84, min: 62.06059646606445, max: 62.06059646606445, mean: 62.060604095458984, var: 5.820766091346741e-11, global_min: -69.55844116210938
it: 85, min: 62.06059646606445, max: 62.06059646606445, mean: 62.060604095458984, var: 5.820766091346741e-11, global_min: -69.55844116210938
it: 86, min: 62.06059646606445, max: 62.06059646606445, mean: 62.060604095458984, var: 5.820766091346741e-11, global_min: -69.55844116210938
it: 87, min: 62.06059646606445, max: 62.06059646606445, mean: 62.060604095458984, var: 5.820766091346741e-11, global_min: -69.55844116210938
it: 88, min: 62.06059646606445, max: 62.06059646606445, mean: 62.060604095458984, var: 5.820766091346741e-11, global_min: -69.55844116210938
it: 89, min: 62.06059646606445, max: 62.06059646606445, mean: 62.060604095458984, var: 5.820766091346741e-11, global_min: -69.55844116210938
it: 90, min: 62.06059646606445, max: 62.06059646606445, mean: 62.060604095458984, var: 5.820766091346741e-11, global_min: -69.55844116210938
it: 91, min: 62.06059646606445, max: 62.06059646606445, mean: 62.060604095458984, var: 5.820766091346741e-11, global_min: -69.55844116210938
it: 92, min: 62.06059646606445, max: 62.06059646606445, mean: 62.060604095458984, var: 5.820766091346741e-11, global_min: -69.55844116210938
it: 93, min: 62.06059646606445, max: 62.06059646606445, mean: 62.060604095458984, var: 5.820766091346741e-11, global_min: -69.55844116210938
it: 94, min: 62.06059646606445, max: 62.06059646606445, mean: 62.060604095458984, var: 5.820766091346741e-11, global_min: -69.55844116210938
it: 95, min: 62.06059646606445, max: 62.06059646606445, mean: 62.060604095458984, var: 5.820766091346741e-11, global_min: -69.55844116210938
it: 96, min: 62.06059646606445, max: 62.06059646606445, mean: 62.060604095458984, var: 5.820766091346741e-11, global_min: -69.55844116210938
it: 97, min: 62.06059646606445, max: 62.06059646606445, mean: 62.060604095458984, var: 5.820766091346741e-11, global_min: -69.55844116210938
it: 98, min: 62.06059646606445, max: 62.06059646606445, mean: 62.060604095458984, var: 5.820766091346741e-11, global_min: -69.55844116210938
it: 99, min: 62.06059646606445, max: 62.06059646606445, mean: 62.060604095458984, var: 5.820766091346741e-11, global_min: -69.55844116210938
it: 100, min: 62.06059646606445, max: 62.06059646606445, mean: 62.060604095458984, var: 5.820766091346741e-11, global_min: -69.55844116210938
it: 101, min: 62.06059646606445, max: 62.06059646606445, mean: 62.060604095458984, var: 5.820766091346741e-11, global_min: -69.55844116210938
it: 102, min: 62.06059646606445, max: 62.06059646606445, mean: 62.060604095458984, var: 5.820766091346741e-11, global_min: -69.55844116210938
it: 103, min: 62.06059646606445, max: 62.06059646606445, mean: 62.060604095458984, var: 5.820766091346741e-11, global_min: -69.55844116210938
it: 104, min: 62.06059646606445, max: 62.06059646606445, mean: 62.060604095458984, var: 5.820766091346741e-11, global_min: -69.55844116210938
it: 105, min: 62.06059646606445, max: 62.06059646606445, mean: 62.060604095458984, var: 5.820766091346741e-11, global_min: -69.55844116210938
it: 106, min: 62.06059646606445, max: 62.06059646606445, mean: 62.060604095458984, var: 5.820766091346741e-11, global_min: -69.55844116210938
it: 107, min: 62.06059646606445, max: 62.06059646606445, mean: 62.060604095458984, var: 5.820766091346741e-11, global_min: -69.55844116210938
it: 108, min: 62.06059646606445, max: 62.06059646606445, mean: 62.060604095458984, var: 5.820766091346741e-11, global_min: -69.55844116210938
it: 109, min: 62.06059646606445, max: 62.06059646606445, mean: 62.060604095458984, var: 5.820766091346741e-11, global_min: -69.55844116210938
it: 110, min: 62.06059646606445, max: 62.06059646606445, mean: 62.060604095458984, var: 5.820766091346741e-11, global_min: -69.55844116210938
it: 111, min: 62.06059646606445, max: 62.06059646606445, mean: 62.060604095458984, var: 5.820766091346741e-11, global_min: -69.55844116210938
it: 112, min: 62.06059646606445, max: 62.06059646606445, mean: 62.060604095458984, var: 5.820766091346741e-11, global_min: -69.55844116210938
it: 113, min: 62.06059646606445, max: 142.41871643066406, mean: 62.261497497558594, var: 16.10321044921875, global_min: -69.55844116210938
it: 114, min: 62.06059646606445, max: 62.06059646606445, mean: 62.060604095458984, var: 5.820766091346741e-11, global_min: -69.55844116210938
it: 115, min: 62.06059646606445, max: 142.41871643066406, mean: 62.261497497558594, var: 16.103208541870117, global_min: -69.55844116210938
it: 116, min: 62.06059646606445, max: 125.44155883789062, mean: 62.21905517578125, var: 10.0177583694458, global_min: -69.55844116210938
it: 117, min: 62.06059646606445, max: 62.06059646606445, mean: 62.060604095458984, var: 5.820766091346741e-11, global_min: -69.55844116210938
it: 118, min: 62.06059646606445, max: 62.06059646606445, mean: 62.060604095458984, var: 5.820766091346741e-11, global_min: -69.55844116210938
it: 119, min: 62.06059646606445, max: 62.06059646606445, mean: 62.060604095458984, var: 5.820766091346741e-11, global_min: -69.55844116210938
it: 120, min: 62.06059646606445, max: 62.06059646606445, mean: 62.060604095458984, var: 5.820766091346741e-11, global_min: -69.55844116210938
it: 121, min: 62.06059646606445, max: 62.06059646606445, mean: 62.060604095458984, var: 5.820766091346741e-11, global_min: -69.55844116210938
it: 122, min: 62.06059646606445, max: 62.06059646606445, mean: 62.060604095458984, var: 5.820766091346741e-11, global_min: -69.55844116210938
it: 123, min: 62.06059646606445, max: 62.06059646606445, mean: 62.060604095458984, var: 5.820766091346741e-11, global_min: -69.55844116210938
it: 124, min: 62.06059646606445, max: 62.06059646606445, mean: 62.060604095458984, var: 5.820766091346741e-11, global_min: -69.55844116210938
it: 125, min: 62.06059646606445, max: 62.06059646606445, mean: 62.060604095458984, var: 5.820766091346741e-11, global_min: -69.55844116210938
it: 126, min: 62.06059646606445, max: 62.06059646606445, mean: 62.060604095458984, var: 5.820766091346741e-11, global_min: -69.55844116210938
it: 127, min: 62.06059646606445, max: 62.06059646606445, mean: 62.060604095458984, var: 5.820766091346741e-11, global_min: -69.55844116210938
it: 128, min: 62.06059646606445, max: 62.06059646606445, mean: 62.060604095458984, var: 5.820766091346741e-11, global_min: -69.55844116210938
it: 129, min: 62.06059646606445, max: 62.06059646606445, mean: 62.060604095458984, var: 5.820766091346741e-11, global_min: -69.55844116210938
it: 130, min: 62.06059646606445, max: 62.06059646606445, mean: 62.060604095458984, var: 5.820766091346741e-11, global_min: -69.55844116210938
it: 131, min: 62.06059646606445, max: 62.06059646606445, mean: 62.060604095458984, var: 5.820766091346741e-11, global_min: -69.55844116210938
it: 132, min: 62.06059646606445, max: 62.06059646606445, mean: 62.060604095458984, var: 5.820766091346741e-11, global_min: -69.55844116210938
it: 133, min: 62.06059646606445, max: 62.06059646606445, mean: 62.060604095458984, var: 5.820766091346741e-11, global_min: -69.55844116210938
it: 134, min: 62.06059646606445, max: 62.06059646606445, mean: 62.060604095458984, var: 5.820766091346741e-11, global_min: -69.55844116210938
it: 135, min: 62.06059646606445, max: 62.06059646606445, mean: 62.060604095458984, var: 5.820766091346741e-11, global_min: -69.55844116210938
it: 136, min: 62.06059646606445, max: 62.06059646606445, mean: 62.060604095458984, var: 5.820766091346741e-11, global_min: -69.55844116210938
it: 137, min: 62.06059646606445, max: 62.06059646606445, mean: 62.060604095458984, var: 5.820766091346741e-11, global_min: -69.55844116210938
it: 138, min: 62.06059646606445, max: 62.06059646606445, mean: 62.060604095458984, var: 5.820766091346741e-11, global_min: -69.55844116210938
it: 139, min: 62.06059646606445, max: 62.06059646606445, mean: 62.060604095458984, var: 5.820766091346741e-11, global_min: -69.55844116210938
it: 140, min: 62.06059646606445, max: 62.06059646606445, mean: 62.060604095458984, var: 5.820766091346741e-11, global_min: -69.55844116210938
it: 141, min: 62.06059646606445, max: 138.57363891601562, mean: 62.25188446044922, var: 14.59902572631836, global_min: -69.55844116210938
it: 142, min: 62.06059646606445, max: 62.06059646606445, mean: 62.060604095458984, var: 5.820766091346741e-11, global_min: -69.55844116210938
it: 143, min: 62.06059646606445, max: 62.06059646606445, mean: 62.060604095458984, var: 5.820766091346741e-11, global_min: -69.55844116210938
it: 144, min: 62.06059646606445, max: 62.06059646606445, mean: 62.060604095458984, var: 5.820766091346741e-11, global_min: -69.55844116210938
it: 145, min: 62.06059646606445, max: 62.06059646606445, mean: 62.060604095458984, var: 5.820766091346741e-11, global_min: -69.55844116210938
it: 146, min: 62.06059646606445, max: 62.06059646606445, mean: 62.060604095458984, var: 5.820766091346741e-11, global_min: -69.55844116210938
it: 147, min: 62.06059646606445, max: 62.06059646606445, mean: 62.060604095458984, var: 5.820766091346741e-11, global_min: -69.55844116210938
it: 148, min: 62.06059646606445, max: 62.06059646606445, mean: 62.060604095458984, var: 5.820766091346741e-11, global_min: -69.55844116210938
it: 149, min: 62.06059646606445, max: 62.06059646606445, mean: 62.060604095458984, var: 5.820766091346741e-11, global_min: -69.55844116210938
it: 150, min: 62.06059646606445, max: 62.06059646606445, mean: 62.060604095458984, var: 5.820766091346741e-11, global_min: -69.55844116210938
it: 151, min: 62.06059646606445, max: 62.06059646606445, mean: 62.060604095458984, var: 5.820766091346741e-11, global_min: -69.55844116210938
it: 152, min: 62.06059646606445, max: 62.06059646606445, mean: 62.060604095458984, var: 5.820766091346741e-11, global_min: -69.55844116210938
it: 153, min: 62.06059646606445, max: 62.06059646606445, mean: 62.060604095458984, var: 5.820766091346741e-11, global_min: -69.55844116210938
it: 154, min: 62.06059646606445, max: 62.06059646606445, mean: 62.060604095458984, var: 5.820766091346741e-11, global_min: -69.55844116210938
it: 155, min: 62.06059646606445, max: 62.06059646606445, mean: 62.060604095458984, var: 5.820766091346741e-11, global_min: -69.55844116210938
it: 156, min: 62.06059646606445, max: 62.06059646606445, mean: 62.060604095458984, var: 5.820766091346741e-11, global_min: -69.55844116210938
it: 157, min: 62.06059646606445, max: 62.06059646606445, mean: 62.060604095458984, var: 5.820766091346741e-11, global_min: -69.55844116210938
it: 158, min: 62.06059646606445, max: 62.06059646606445, mean: 62.060604095458984, var: 5.820766091346741e-11, global_min: -69.55844116210938
it: 159, min: 62.06059646606445, max: 62.06059646606445, mean: 62.060604095458984, var: 5.820766091346741e-11, global_min: -69.55844116210938
it: 160, min: 62.06059646606445, max: 62.06059646606445, mean: 62.060604095458984, var: 5.820766091346741e-11, global_min: -69.55844116210938
it: 161, min: 62.06059646606445, max: 62.06059646606445, mean: 62.060604095458984, var: 5.820766091346741e-11, global_min: -69.55844116210938
it: 162, min: 62.06059646606445, max: 62.06059646606445, mean: 62.060604095458984, var: 5.820766091346741e-11, global_min: -69.55844116210938
it: 163, min: 62.06059646606445, max: 62.06059646606445, mean: 62.060604095458984, var: 5.820766091346741e-11, global_min: -69.55844116210938
it: 164, min: 62.06059646606445, max: 62.06059646606445, mean: 62.060604095458984, var: 5.820766091346741e-11, global_min: -69.55844116210938
it: 165, min: 62.06059646606445, max: 62.06059646606445, mean: 62.060604095458984, var: 5.820766091346741e-11, global_min: -69.55844116210938
it: 166, min: 62.06059646606445, max: 62.06059646606445, mean: 62.060604095458984, var: 5.820766091346741e-11, global_min: -69.55844116210938
it: 167, min: 62.06059646606445, max: 62.06059646606445, mean: 62.060604095458984, var: 5.820766091346741e-11, global_min: -69.55844116210938
it: 168, min: 62.06059646606445, max: 62.06059646606445, mean: 62.060604095458984, var: 5.820766091346741e-11, global_min: -69.55844116210938
it: 169, min: 62.06059646606445, max: 62.06059646606445, mean: 62.060604095458984, var: 5.820766091346741e-11, global_min: -69.55844116210938
it: 170, min: 62.06059646606445, max: 126.54926300048828, mean: 62.221824645996094, var: 10.370976448059082, global_min: -69.55844116210938
it: 171, min: 62.06059646606445, max: 62.06059646606445, mean: 62.060604095458984, var: 5.820766091346741e-11, global_min: -69.55844116210938
it: 172, min: 62.06059646606445, max: 62.06059646606445, mean: 62.060604095458984, var: 5.820766091346741e-11, global_min: -69.55844116210938
it: 173, min: 62.06059646606445, max: 62.06059646606445, mean: 62.060604095458984, var: 5.820766091346741e-11, global_min: -69.55844116210938
it: 174, min: 62.06059646606445, max: 62.06059646606445, mean: 62.060604095458984, var: 5.820766091346741e-11, global_min: -69.55844116210938
it: 175, min: 62.06059646606445, max: 62.06059646606445, mean: 62.060604095458984, var: 5.820766091346741e-11, global_min: -69.55844116210938
it: 176, min: 62.06059646606445, max: 62.06059646606445, mean: 62.060604095458984, var: 5.820766091346741e-11, global_min: -69.55844116210938
it: 177, min: 62.06059646606445, max: 62.06059646606445, mean: 62.060604095458984, var: 5.820766091346741e-11, global_min: -69.55844116210938
it: 178, min: 62.06059646606445, max: 62.06059646606445, mean: 62.060604095458984, var: 5.820766091346741e-11, global_min: -69.55844116210938
it: 179, min: 62.06059646606445, max: 62.06059646606445, mean: 62.060604095458984, var: 5.820766091346741e-11, global_min: -69.55844116210938
it: 180, min: 62.06059646606445, max: 62.06059646606445, mean: 62.060604095458984, var: 5.820766091346741e-11, global_min: -69.55844116210938
it: 181, min: 62.06059646606445, max: 62.06059646606445, mean: 62.060604095458984, var: 5.820766091346741e-11, global_min: -69.55844116210938
it: 182, min: 62.06059646606445, max: 62.06059646606445, mean: 62.060604095458984, var: 5.820766091346741e-11, global_min: -69.55844116210938
it: 183, min: 62.06059646606445, max: 62.06059646606445, mean: 62.060604095458984, var: 5.820766091346741e-11, global_min: -69.55844116210938
it: 184, min: 62.06059646606445, max: 62.06059646606445, mean: 62.060604095458984, var: 5.820766091346741e-11, global_min: -69.55844116210938
it: 185, min: 62.06059646606445, max: 62.06059646606445, mean: 62.060604095458984, var: 5.820766091346741e-11, global_min: -69.55844116210938
it: 186, min: 62.06059646606445, max: 62.06059646606445, mean: 62.060604095458984, var: 5.820766091346741e-11, global_min: -69.55844116210938
it: 187, min: 62.06059646606445, max: 62.06059646606445, mean: 62.060604095458984, var: 5.820766091346741e-11, global_min: -69.55844116210938
it: 188, min: 62.06059646606445, max: 142.67239379882812, mean: 62.26213073730469, var: 16.205039978027344, global_min: -69.55844116210938
it: 189, min: 62.06059646606445, max: 62.06059646606445, mean: 62.060604095458984, var: 5.820766091346741e-11, global_min: -69.55844116210938
it: 190, min: 62.06059646606445, max: 62.06059646606445, mean: 62.060604095458984, var: 5.820766091346741e-11, global_min: -69.55844116210938
it: 191, min: 62.06059646606445, max: 62.06059646606445, mean: 62.060604095458984, var: 5.820766091346741e-11, global_min: -69.55844116210938
it: 192, min: 62.06059646606445, max: 62.06059646606445, mean: 62.060604095458984, var: 5.820766091346741e-11, global_min: -69.55844116210938
it: 193, min: 62.06059646606445, max: 62.06059646606445, mean: 62.060604095458984, var: 5.820766091346741e-11, global_min: -69.55844116210938
it: 194, min: 62.06059646606445, max: 62.06059646606445, mean: 62.060604095458984, var: 5.820766091346741e-11, global_min: -69.55844116210938
it: 195, min: 62.06059646606445, max: 62.06059646606445, mean: 62.060604095458984, var: 5.820766091346741e-11, global_min: -69.55844116210938
it: 196, min: 62.06059646606445, max: 62.06059646606445, mean: 62.060604095458984, var: 5.820766091346741e-11, global_min: -69.55844116210938
it: 197, min: 62.06059646606445, max: 62.06059646606445, mean: 62.060604095458984, var: 5.820766091346741e-11, global_min: -69.55844116210938
it: 198, min: 62.06059646606445, max: 142.41871643066406, mean: 62.261497497558594, var: 16.103212356567383, global_min: -69.55844116210938
it: 199, min: 62.06059646606445, max: 62.06059646606445, mean: 62.060604095458984, var: 5.820766091346741e-11, global_min: -69.55844116210938
it: 200, min: 62.06059646606445, max: 62.06059646606445, mean: 62.060604095458984, var: 5.820766091346741e-11, global_min: -69.55844116210938
it: 201, min: 62.06059646606445, max: 62.06059646606445, mean: 62.060604095458984, var: 5.820766091346741e-11, global_min: -69.55844116210938
it: 202, min: 62.06059646606445, max: 62.06059646606445, mean: 62.060604095458984, var: 5.820766091346741e-11, global_min: -69.55844116210938
it: 203, min: 62.06059646606445, max: 62.06059646606445, mean: 62.060604095458984, var: 5.820766091346741e-11, global_min: -69.55844116210938
it: 204, min: 62.06059646606445, max: 62.06059646606445, mean: 62.060604095458984, var: 5.820766091346741e-11, global_min: -69.55844116210938
it: 205, min: 62.06059646606445, max: 62.06059646606445, mean: 62.060604095458984, var: 5.820766091346741e-11, global_min: -69.55844116210938
it: 206, min: 62.06059646606445, max: 62.06059646606445, mean: 62.060604095458984, var: 5.820766091346741e-11, global_min: -69.55844116210938
it: 207, min: 62.06059646606445, max: 62.06059646606445, mean: 62.060604095458984, var: 5.820766091346741e-11, global_min: -69.55844116210938
it: 208, min: 62.06059646606445, max: 62.06059646606445, mean: 62.060604095458984, var: 5.820766091346741e-11, global_min: -69.55844116210938
it: 209, min: 62.06059646606445, max: 62.06059646606445, mean: 62.060604095458984, var: 5.820766091346741e-11, global_min: -69.55844116210938
it: 210, min: 62.06059646606445, max: 62.06059646606445, mean: 62.060604095458984, var: 5.820766091346741e-11, global_min: -69.55844116210938
it: 211, min: 62.06059646606445, max: 62.06059646606445, mean: 62.060604095458984, var: 5.820766091346741e-11, global_min: -69.55844116210938
it: 212, min: 62.06059646606445, max: 62.06059646606445, mean: 62.060604095458984, var: 5.820766091346741e-11, global_min: -69.55844116210938
it: 213, min: 62.06059646606445, max: 62.06059646606445, mean: 62.060604095458984, var: 5.820766091346741e-11, global_min: -69.55844116210938
it: 214, min: 62.06059646606445, max: 62.06059646606445, mean: 62.060604095458984, var: 5.820766091346741e-11, global_min: -69.55844116210938
