it: 1, min: -60.30698776245117, max: 195.4011688232422, mean: 47.54361343383789, var: 1416.77978515625
it: 2, min: -75.95211791992188, max: 345.4344482421875, mean: 100.69894409179688, var: 3607.104248046875
it: 3, min: -22.031051635742188, max: 608.3270874023438, mean: 208.23228454589844, var: 7160.11962890625
it: 4, min: -114.74423217773438, max: 1216.0950927734375, mean: 424.1721496582031, var: 15045.6318359375
it: 5, min: 33.597198486328125, max: 1728.77197265625, mean: 517.6472778320312, var: 20232.8828125
it: 6, min: 33.424713134765625, max: 1210.6268310546875, mean: 501.6262512207031, var: 18352.4140625
it: 7, min: -190.4776611328125, max: 1247.705078125, mean: 498.156005859375, var: 20909.875
it: 8, min: -10.916961669921875, max: 914.0584106445312, mean: 502.87506103515625, var: 19400.109375
it: 9, min: -87.25827026367188, max: 1421.382568359375, mean: 500.08489990234375, var: 23511.50390625
it: 10, min: -104.4268798828125, max: 1084.345947265625, mean: 500.4271240234375, var: 23490.490234375
it: 11, min: -48.19091796875, max: 1433.54931640625, mean: 494.4624938964844, var: 25785.291015625
it: 12, min: -199.48617553710938, max: 1109.183349609375, mean: 493.25787353515625, var: 25349.3515625
it: 13, min: -75.94497680664062, max: 1003.039794921875, mean: 497.3851013183594, var: 19586.6953125
it: 14, min: -47.85516357421875, max: 1976.8583984375, mean: 494.1081237792969, var: 31827.423828125
it: 15, min: -38.653045654296875, max: 1582.4659423828125, mean: 494.3927307128906, var: 27316.43359375
it: 16, min: -9.44732666015625, max: 1425.6611328125, mean: 493.8938903808594, var: 27776.591796875
it: 17, min: -141.98809814453125, max: 1030.6871337890625, mean: 484.9879455566406, var: 20248.72265625
it: 18, min: -42.305328369140625, max: 1065.9267578125, mean: 491.1319274902344, var: 23006.404296875
it: 19, min: -95.46453857421875, max: 2090.184326171875, mean: 479.56396484375, var: 30153.388671875
it: 20, min: 4.8109130859375, max: 1063.849609375, mean: 479.8469543457031, var: 23124.958984375
it: 21, min: -50.250274658203125, max: 1062.038818359375, mean: 481.88299560546875, var: 28669.865234375
it: 22, min: -56.217193603515625, max: 1111.6866455078125, mean: 483.7513427734375, var: 32269.208984375
it: 23, min: -77.57192993164062, max: 1208.5028076171875, mean: 488.29595947265625, var: 25379.341796875
it: 24, min: -176.4530029296875, max: 1156.3067626953125, mean: 475.6438903808594, var: 28694.375
it: 25, min: -139.96292114257812, max: 1141.3194580078125, mean: 480.3639831542969, var: 24596.71875
it: 26, min: -87.13778686523438, max: 1778.52197265625, mean: 462.5410461425781, var: 28863.94921875
it: 27, min: -101.05682373046875, max: 886.582275390625, mean: 476.6628112792969, var: 26912.6875
it: 28, min: -24.7196044921875, max: 1117.969482421875, mean: 479.42083740234375, var: 24315.12890625
it: 29, min: -123.807861328125, max: 1232.1890869140625, mean: 484.4040222167969, var: 34317.90234375
it: 30, min: -57.221527099609375, max: 1057.807373046875, mean: 485.1070861816406, var: 28493.8203125
it: 31, min: -3.4776611328125, max: 1284.710693359375, mean: 479.79833984375, var: 29067.169921875
it: 32, min: -144.9478759765625, max: 1101.271728515625, mean: 463.5703430175781, var: 26745.94921875
