fitness: [[ 1.12469131e+02  4.84039856e+02]
 [-8.19129883e+02  4.81698853e+02]
 [-4.54673958e+01  4.53111816e+02]
 [-5.71991882e+02  4.90566071e+02]
 [-1.46152039e+03  5.05733093e+02]
 [-2.66869568e+02  4.55877136e+02]
 [ 2.61708496e+02  4.94817993e+02]
 [-6.65688934e+01  4.76933807e+02]
 [-1.75099597e+03  5.09747223e+02]
 [ 5.94412041e+01  4.96260742e+02]
 [-1.41206287e+03  4.92549988e+02]
 [-8.54733887e+02  4.78259796e+02]
 [-2.90899292e+02  4.54050659e+02]
 [-1.23920135e+02  4.88005066e+02]
 [-5.33944092e+02  4.64464417e+02]
 [ 1.21162132e+02  4.84179169e+02]
 [-5.62476929e+02  4.58733337e+02]
 [-8.93937912e+01  4.78052155e+02]
 [-1.52777917e+03  5.08787689e+02]
 [ 1.27021935e+02  4.85402344e+02]
 [-3.72303040e+02  4.64972443e+02]
 [-5.64827271e+02  4.61710236e+02]
 [-1.42893359e+03  4.99607483e+02]
 [-1.18201332e+02  4.60024475e+02]
 [-9.60873871e+01  4.90261322e+02]
 [ 3.02815018e+01  4.52971893e+02]
 [-3.07969574e+02  4.54660156e+02]
 [-1.63909473e+03  5.13341003e+02]
 [ 5.10330887e+01  4.96876404e+02]
 [-9.22195007e+02  4.67121582e+02]
 [-7.69049011e+02  4.63833191e+02]
 [-9.50022202e+01  4.79869629e+02]
 [-1.27336829e+03  5.01640198e+02]
 [-1.12638451e+02  4.87771912e+02]
 [-8.61538879e+02  4.73167511e+02]
 [ 1.17186897e+02  4.77563293e+02]
 [-1.07810571e+03  4.87355713e+02]
 [-5.69053894e+02  4.63936157e+02]
 [-1.04352368e+03  4.84057526e+02]
 [-1.09915393e+03  4.88735504e+02]
 [-1.90938843e+02  4.97603363e+02]
 [-7.28543213e+02  4.64310394e+02]
 [-1.13651375e+02  5.05306610e+02]
 [ 8.60606730e-01  4.81954559e+02]
 [-1.55924243e+03  5.10398407e+02]
 [-9.43974854e+02  4.66674103e+02]
 [-4.28240997e+02  4.61794952e+02]
 [-1.16566882e+03  5.01399628e+02]
 [-6.91730652e+02  4.65107208e+02]
 [-6.96769958e+02  4.69026093e+02]
 [-3.15376526e+02  4.52689697e+02]
 [-7.53678955e+02  4.83125153e+02]
 [-5.77278381e+02  4.64231049e+02]
 [-5.98950073e+02  4.67893951e+02]
 [-4.19456879e+02  4.65886719e+02]
 [-1.28304541e+03  4.97103302e+02]
 [ 1.55058319e+02  4.73191254e+02]
 [-2.88233917e+02  4.87815094e+02]
 [-7.81269958e+02  4.60979919e+02]
 [-4.59694519e+02  4.67180450e+02]
 [-8.50607483e+02  4.83780762e+02]
 [ 2.75953003e+02  4.92095520e+02]
 [-7.16590088e+02  4.62728638e+02]
 [-7.08744080e+02  4.59630157e+02]
 [-5.18538879e+02  4.62053986e+02]
 [-1.13435828e+03  4.89687347e+02]
 [-1.16245215e+03  4.92084503e+02]
 [ 1.16547375e+01  4.92317841e+02]
 [-7.65116333e+02  4.70569885e+02]
