fitness: [[ 1.63170135e+00  4.55809143e+02]
 [-1.23811377e+03  5.01811371e+02]
 [ 9.21871643e+01  4.88935486e+02]
 [-2.78861885e+01  4.73766998e+02]
 [-1.01798901e+03  4.72340881e+02]
 [ 7.80662079e+01  5.02273315e+02]
 [ 8.28952332e+01  4.83160736e+02]
 [-1.41572839e+03  4.91862701e+02]
 [-9.34371460e+02  4.81110596e+02]
 [-1.11997437e+03  4.90364777e+02]
 [-9.89403229e+01  4.93920715e+02]
 [-7.11023682e+02  4.60638245e+02]
 [-9.73786354e+00  4.99049988e+02]
 [-1.04340039e+03  4.81915314e+02]
 [-1.69423309e+02  4.52921814e+02]
 [-1.39684937e+03  5.01535431e+02]
 [-8.50804424e+00  4.52984741e+02]
 [-7.23413330e+02  4.59221100e+02]
 [-1.15873071e+03  4.85432739e+02]
 [-8.86583679e+02  4.87791718e+02]
 [-7.67609253e+02  4.66103973e+02]
 [-1.90480682e+02  4.61860931e+02]
 [-3.89569855e+02  4.71930359e+02]
 [-2.49979385e+02  5.04828247e+02]
 [-3.12232849e+02  4.54696014e+02]
 [ 9.34802055e+00  5.01496033e+02]
 [-2.96398254e+02  4.88818695e+02]
 [-6.45954468e+02  4.58790680e+02]
 [-6.55865356e+02  4.67953613e+02]
 [-1.12033834e+01  4.65923859e+02]
 [-7.95779297e+02  4.62121826e+02]
 [-1.50039258e+03  5.10358643e+02]
 [-4.44711060e+02  4.63676697e+02]
 [-9.11840698e+02  4.78170837e+02]
 [ 1.15501566e+01  4.92468903e+02]
 [-6.52066101e+02  4.66140656e+02]
 [-7.34821716e+02  4.61642303e+02]
 [-5.45570740e+02  4.65292267e+02]
 [-1.36140869e+02  4.79390686e+02]
 [-8.23469666e+02  4.61616302e+02]
 [-3.64196106e+02  4.98250122e+02]
 [-1.16963965e+03  4.77546326e+02]
 [ 1.71367188e+01  4.89190369e+02]
 [-1.27089185e+03  4.88564270e+02]
 [-7.72055054e+01  4.88601868e+02]
 [ 1.37844498e+02  4.65203125e+02]
 [-1.57065027e+03  4.99516968e+02]
 [-8.58272400e+02  4.86025574e+02]
 [-1.57207169e+02  4.59450775e+02]
 [-1.21181934e+03  4.85380585e+02]
 [-1.16184814e+03  4.89401550e+02]
 [-6.67360901e+02  4.66911774e+02]
 [ 4.11337738e+02  4.69680389e+02]
 [-6.95559509e+02  4.60915466e+02]
 [-1.17728076e+03  4.84948303e+02]
 [-1.24314636e+02  4.77545349e+02]
 [-2.30820999e+01  4.55035309e+02]
 [-2.32072392e+01  4.54790192e+02]
 [-4.44060802e+00  4.94104675e+02]
 [ 1.50229294e+02  4.94307800e+02]
 [-3.20891479e+02  4.56437805e+02]
 [-9.06929016e+02  4.68692627e+02]
 [-1.18197278e+03  4.84725494e+02]
 [ 5.74715233e+01  4.60430176e+02]
 [-4.93325157e+01  4.88441071e+02]
 [-5.93201111e+02  4.55074982e+02]
 [-9.50247803e+02  4.78884338e+02]
 [-5.24240601e+02  4.64194763e+02]
 [-1.28999146e+03  4.88911499e+02]
 [-6.63110168e+02  4.67134918e+02]
 [-5.34578491e+02  4.57633972e+02]
 [ 5.89296341e+01  4.93017761e+02]
 [-6.13479797e+02  4.59883789e+02]
 [-5.98187256e+01  4.63306152e+02]
 [-8.26668274e+02  4.65982422e+02]
 [-1.63624985e+02  4.84336182e+02]
 [-1.49199585e+03  4.96067322e+02]
 [ 5.24125900e+01  4.80270660e+02]
 [ 1.61219559e+02  4.87466797e+02]
 [-2.93396783e+00  4.64615448e+02]
 [-8.35058105e+02  4.77174194e+02]
 [-1.38783752e+02  4.82842407e+02]
 [-1.36774634e+03  4.96698486e+02]
 [-8.86982666e+02  4.63554382e+02]
 [ 6.42318878e+01  4.69187866e+02]
 [-1.10008179e+03  4.86853516e+02]
 [ 1.06911514e+02  4.80707825e+02]
 [-8.10922546e+02  4.74930328e+02]
 [-1.26807422e+03  4.97147400e+02]
 [-3.81793274e+02  4.56089813e+02]
 [-1.69413803e+02  4.90193329e+02]
 [-1.40413406e+02  4.95442963e+02]
 [-1.23955286e+03  4.97619385e+02]
 [-5.85547302e+02  4.59629333e+02]
 [-9.49397278e+02  4.69323639e+02]
 [-5.99038208e+02  4.60094116e+02]
 [-3.88532562e+02  4.76138824e+02]
 [-5.94930054e+02  4.63129242e+02]
 [-1.32760864e+03  5.09703156e+02]
 [ 5.92092133e+01  4.55583038e+02]
 [-6.35380898e+01  4.61857422e+02]
 [ 4.75308876e+01  4.69934143e+02]
 [-1.44585352e+03  5.02064941e+02]
 [-2.46515991e+02  4.53262665e+02]
 [-1.55975659e+03  5.05045319e+02]
 [-7.78357483e+02  4.70917267e+02]
 [-4.17696411e+02  4.62768494e+02]
 [-2.17481995e+02  4.67227631e+02]
 [-7.44571838e+02  4.58115814e+02]
 [-9.29769836e+02  4.86285828e+02]
 [-1.64511023e+03  5.01561829e+02]
 [-6.14998718e+02  4.66313263e+02]
 [-7.04059372e+01  4.50946625e+02]
 [ 2.43639278e+01  4.78600800e+02]
 [-6.44129883e+02  4.64126648e+02]
 [-7.16442566e+02  4.65220764e+02]
 [ 5.41016655e+01  4.88432220e+02]
 [-1.08041467e+03  4.86032806e+02]
 [-1.37303391e+02  4.50071014e+02]
 [-8.18534424e+02  4.83923920e+02]
 [ 6.36361790e+00  4.55308868e+02]
 [ 1.21047401e+02  4.89519836e+02]
 [-4.28994598e+01  4.75302246e+02]
 [ 4.46738663e+01  4.76318939e+02]
 [-9.77288574e+02  4.91235657e+02]
 [-9.33134216e+02  4.78707581e+02]
 [-1.42882922e+03  4.93973511e+02]
 [-1.01358197e+03  4.82392395e+02]
 [ 2.08141998e+02  4.82594116e+02]
 [ 2.46475189e+02  4.77604980e+02]
 [-7.67924438e+02  4.67024445e+02]
 [ 1.13917023e+02  4.82492035e+02]
 [-1.15373279e+03  4.86221252e+02]
 [-3.27147560e+01  4.72045471e+02]
 [-3.23121857e+02  4.54659241e+02]
 [-8.37540054e+01  4.94512604e+02]
 [-1.13274255e+03  4.88450317e+02]
 [-5.20520630e+02  4.64851196e+02]
 [-1.03026746e+03  4.64833984e+02]
 [-8.75804138e+02  4.65222046e+02]
 [ 8.47585297e+01  4.78611969e+02]
 [-7.88714905e+02  4.73793732e+02]
 [-6.67169434e+02  4.59688904e+02]
 [ 1.43948135e+02  4.85888977e+02]
 [-1.52980457e+03  5.03188843e+02]
 [-7.23821655e+02  4.56998596e+02]
 [-1.17410742e+03  4.90267731e+02]
 [-2.58091614e+02  4.88916962e+02]
 [-4.97052856e+02  4.61001862e+02]
 [-1.56660022e+03  5.08315674e+02]
 [ 7.96760101e+01  4.92428894e+02]
 [-5.72889587e+02  4.67144775e+02]
 [-3.57300568e+02  4.53331329e+02]
 [-3.98395615e+01  4.50020050e+02]
 [ 1.04066643e+02  4.90655457e+02]
 [-7.74973206e+02  4.89088257e+02]
 [ 1.16837372e+02  4.89285736e+02]
 [-5.12797058e+02  4.64960327e+02]
 [-1.43207764e+03  4.92331421e+02]
 [-2.28537655e+01  4.50560364e+02]
 [-1.44268225e+03  4.97730865e+02]
 [-7.23079834e+01  4.92630371e+02]
 [-1.23173352e+03  4.92701477e+02]
 [-7.78427795e+02  4.63613220e+02]
 [-1.00459583e+03  4.76851776e+02]
 [-8.66693115e+02  4.71634064e+02]
 [-1.33605066e+03  4.96475006e+02]
