fitness: [[ 1.27651016e+02  4.73832611e+02]
 [-3.21539948e+02  4.56687042e+02]
 [-1.33328333e+03  5.07145569e+02]
 [-1.35837448e+02  4.78263000e+02]
 [-1.31920605e+03  4.95853333e+02]
 [-1.00573309e+03  4.85474762e+02]
 [-7.80933350e+02  4.71463959e+02]
 [-1.61653690e+01  4.53461700e+02]
 [-9.63777039e+02  4.65733307e+02]
 [-8.09653809e+02  4.85857880e+02]
 [-6.20031616e+02  4.68414215e+02]
 [-1.37013892e+03  4.91868286e+02]
 [-8.18052246e+02  4.66254730e+02]
 [ 9.06294403e+01  4.87468018e+02]
 [-7.64010544e+01  4.54730072e+02]
 [ 1.07925568e+02  4.82653809e+02]
 [-1.43838882e+02  4.55475037e+02]
 [-5.88729980e+02  4.66668762e+02]
 [-4.51175995e+02  4.76943665e+02]
 [-8.26168518e+02  4.64666992e+02]
 [-1.64669785e+02  4.88643036e+02]
 [ 9.70885563e+00  4.94944244e+02]
 [-2.09486404e+02  4.57395966e+02]
 [-5.32498230e+02  4.60330414e+02]
 [-8.88174011e+02  4.82067383e+02]
 [-5.75609589e+01  4.91083099e+02]
 [ 5.47574883e+01  4.76604065e+02]
 [-8.46137878e+02  4.77689453e+02]
 [-8.12525024e+02  4.68323486e+02]
 [-4.25890320e+02  4.66900116e+02]
 [ 1.86273441e+01  4.80356873e+02]
 [-3.32033844e+02  4.52735474e+02]
 [-8.06994202e+02  4.80247467e+02]
 [-9.70053894e+02  4.85457916e+02]
 [-5.61261902e+02  4.63114166e+02]
 [ 1.18645226e+02  4.84659088e+02]
 [-2.00970047e+02  4.82206909e+02]
 [ 1.97669205e+02  4.70150726e+02]
 [-1.13666760e+03  4.97883240e+02]
 [-2.64773636e+01  4.75981201e+02]
 [ 7.30674362e+00  4.55557068e+02]
 [-2.29839111e+02  4.81062592e+02]
 [-5.13025208e+02  4.62991028e+02]
 [-5.65124329e+02  4.56642303e+02]
 [-7.10342468e+02  4.54185791e+02]
 [ 2.61193298e+02  4.95286194e+02]
 [-9.35263611e+02  4.84317108e+02]
 [-7.48177185e+02  4.58585388e+02]
 [-3.49572601e+01  4.84698883e+02]
 [-1.15100677e+02  4.78618439e+02]
 [-5.86490417e+02  4.59497681e+02]
 [-2.99782745e+02  4.90699799e+02]
 [ 7.00292358e+01  4.72703583e+02]
 [-1.25065125e+03  4.97416321e+02]
 [-4.91742157e+02  4.60627838e+02]
 [-8.32400574e+02  4.85178925e+02]
 [-4.10406281e+02  4.47737579e+02]
 [-1.31226270e+03  4.98299133e+02]
 [-7.21256836e+02  4.66639130e+02]
 [-6.35251282e+02  4.62942322e+02]
 [-4.49194855e+02  4.61514008e+02]
 [-4.65912415e+02  4.63053558e+02]
 [ 6.69754744e+00  4.77418823e+02]
 [ 7.18533707e+01  5.06255463e+02]
 [ 7.59290543e+01  4.66966034e+02]
 [-1.61665942e+03  5.14171753e+02]
 [-7.86433838e+02  4.63993866e+02]
 [-6.61255493e+02  4.61506805e+02]
 [-5.83531555e+02  4.67260651e+02]
 [ 2.54005356e+01  4.87007111e+02]
 [-7.68943604e+02  4.60683136e+02]
 [-7.03072083e+02  4.77467194e+02]
 [-6.51375732e+02  4.57398010e+02]
 [-7.58404480e+02  4.80450958e+02]
 [-1.15116699e+03  4.96797729e+02]
 [-7.98985214e+01  4.78420959e+02]
 [-1.03115967e+03  4.99831360e+02]
 [-6.33568054e+02  4.64839539e+02]
 [-1.00040169e+02  4.84864502e+02]
 [-1.09709326e+03  4.82758148e+02]
 [-1.43684717e+03  4.98374695e+02]
 [-4.52609741e+02  4.63008118e+02]
 [-1.08061666e+01  4.79636139e+02]
 [-8.17626526e+02  4.65631775e+02]
 [ 5.97660141e+01  4.92341278e+02]
 [-7.85461182e+02  4.67273346e+02]
 [-6.02647339e+02  4.62973938e+02]
 [-6.35848328e+02  4.64548767e+02]
 [-1.05239709e+03  4.89790985e+02]
 [-9.29917480e+02  4.75685913e+02]
 [-3.30660515e+01  5.00864655e+02]
 [-4.53304779e+02  4.51342896e+02]
 [-8.38236755e+02  4.72915985e+02]
 [-7.39590088e+02  4.67731842e+02]
 [-1.14314807e+03  4.90351349e+02]
 [-9.70488342e+02  4.90344177e+02]
 [ 8.69123230e+01  4.99951447e+02]
 [-7.56879150e+02  4.63880798e+02]
 [-4.32063141e+01  4.88387207e+02]
 [ 1.52671524e+02  4.74028351e+02]
 [-6.67584106e+02  4.76386963e+02]
 [-7.58319092e+02  4.64872925e+02]
 [-1.02627991e+03  4.73681305e+02]
 [-1.42806982e+03  5.05759094e+02]
 [-1.07951233e+03  4.84632477e+02]
 [-8.10094788e+02  4.68754822e+02]
 [-9.19933167e+02  4.87183258e+02]
 [-7.44301941e+02  4.70531189e+02]
 [ 4.30982018e+01  4.80043549e+02]
 [-1.06976526e+03  4.87624847e+02]
 [ 1.25105499e+02  4.92578888e+02]
 [-7.96366089e+02  4.61202942e+02]
 [ 2.44393406e+01  4.81048584e+02]
 [-7.53071106e+02  4.65917084e+02]
 [-3.10573334e+02  4.85475586e+02]
 [-1.10644043e+03  4.83408020e+02]
 [-9.35470825e+02  4.81702911e+02]
 [ 2.75025105e+00  4.51564636e+02]
 [-9.14733948e+02  4.74553131e+02]
 [-4.69067780e+02  4.59546722e+02]
 [-1.27058203e+03  4.86928436e+02]
 [-1.45219397e+03  5.12951965e+02]
