fitness: [[ 1.77716560e+01  4.83956085e+02]
 [-3.98352936e+02  4.97289276e+02]
 [-1.27761060e+03  4.94107819e+02]
 [-1.55137903e+03  4.94279022e+02]
 [-1.14879114e+03  5.00168762e+02]
 [-4.91913849e+02  4.85802948e+02]
 [-1.45317062e+02  4.62626190e+02]
 [-1.60603345e+03  5.07135834e+02]
 [-1.03551721e+03  4.91685791e+02]
 [-2.45427151e+01  4.80790253e+02]
 [-3.45970856e+02  4.49043854e+02]
 [-3.43556938e+01  4.88841095e+02]
 [-7.02665527e+02  4.72585815e+02]
 [-1.10856201e+03  4.82634918e+02]
 [-2.49069244e+02  4.56577545e+02]
 [ 4.08071938e+01  4.52818268e+02]
 [-3.56714973e+01  4.85304779e+02]
 [-1.18359180e+03  4.87408264e+02]
 [-9.54636993e+01  4.74368286e+02]
 [-6.35213928e+02  4.64310394e+02]
 [-8.66252747e+02  4.68696930e+02]
 [-9.53736267e+02  4.76969299e+02]
 [-2.41469162e+02  4.51357208e+02]
 [-6.56437439e+02  4.61003387e+02]
 [-7.41501312e+01  4.86192383e+02]
 [ 7.10072021e+01  4.93368378e+02]
 [-1.29447575e+01  4.89224945e+02]
 [-7.95540649e+02  4.62796051e+02]
 [-1.28060132e+03  4.86400116e+02]
 [-1.02863342e+03  4.87573364e+02]
 [ 5.16096725e+01  4.85417664e+02]
 [ 7.58391418e+01  4.73056946e+02]
 [ 9.71673310e-01  4.88250153e+02]
 [ 2.78439674e+01  4.54078064e+02]
 [-9.86493347e+02  4.82354614e+02]
 [-2.00904846e+02  4.78567291e+02]
 [-2.30596069e+02  4.78931519e+02]
 [-7.25938171e+02  4.63157623e+02]
 [-6.18122253e+02  4.58140198e+02]
 [-7.50159973e+02  4.60498566e+02]
 [ 3.31562881e+01  4.91543549e+02]
 [-4.47688751e+02  4.61353119e+02]
 [-2.04093582e+02  4.55186005e+02]
 [-1.10752136e+03  4.85291931e+02]
 [-9.82561218e+02  4.94758392e+02]
 [-1.10301050e+03  5.01851990e+02]
 [ 2.02743626e+01  4.61904846e+02]
 [-7.66205872e+02  4.85483643e+02]
 [-1.09844556e+03  4.86208923e+02]
 [-9.50610352e+01  4.64129517e+02]
 [-6.12469666e+02  4.63004547e+02]
