fitness: [[ 1.91636444e+02  4.95098419e+02]
 [-4.38480530e+02  4.63798096e+02]
 [-5.54221741e+02  4.58769531e+02]
 [-2.00469101e+02  4.49826477e+02]
 [-7.50142059e+01  4.93149139e+02]
 [-1.46680518e+03  4.94672333e+02]
 [-6.59224243e+02  4.56040741e+02]
 [-1.51296741e+03  5.10867645e+02]
 [-1.23456470e+03  5.01189850e+02]
 [ 1.61472061e+02  4.82989075e+02]
 [-1.90991020e+01  4.87043121e+02]
 [-6.31109436e+02  4.65981720e+02]
 [-1.44442383e+03  4.94261536e+02]
 [-1.72325452e+03  4.99443878e+02]
 [-2.21713699e+02  4.51149109e+02]
 [-8.75817871e+02  4.61016022e+02]
 [-1.22247986e+03  4.94532593e+02]
 [ 7.71638031e+01  4.93930908e+02]
 [-6.94414612e+02  4.61990143e+02]
 [-6.76670593e+02  4.62500977e+02]
 [-8.61212891e+02  4.98426636e+02]
 [-1.62426111e+03  5.02930634e+02]
 [-1.83515320e+02  4.90804993e+02]
 [-6.05228516e+02  4.61726837e+02]
 [-5.78999451e+02  4.58411224e+02]
 [-1.43134729e+03  4.90785767e+02]
 [-5.40630875e+01  5.00435455e+02]
 [ 2.99795868e+02  4.68213776e+02]
 [-1.51975549e+03  4.96386169e+02]
 [-5.52240479e+02  4.78570404e+02]
 [-1.22889297e+02  4.49769165e+02]
 [ 2.83559151e+01  4.86575867e+02]
 [-9.80747314e+02  4.56689026e+02]
 [-1.35246017e+02  4.76965881e+02]
 [-1.39093750e+02  4.71228119e+02]
 [-7.47143494e+02  4.61078094e+02]
 [-1.54488538e+03  5.09300934e+02]
 [-6.29460999e+02  4.56880676e+02]
 [-1.85164017e+02  4.63932861e+02]
 [-6.08504456e+02  4.64582916e+02]
 [-1.12311475e+03  4.95160889e+02]
 [-1.91355957e+02  4.51379547e+02]
 [-1.31737976e+03  5.06935822e+02]
 [-1.09084253e+03  4.87864563e+02]
 [-3.20524353e+02  4.56410187e+02]
 [-1.54092151e+03  5.08857330e+02]
 [-2.63578987e+01  4.53271362e+02]
 [-6.93409912e+02  4.90024475e+02]
 [-1.35581055e+03  4.99268463e+02]
 [-7.42593567e+02  4.63344025e+02]
 [-1.11720325e+03  4.95555023e+02]
 [ 1.57855560e+02  4.85966888e+02]
 [-6.12851379e+02  4.57787231e+02]
