fitness: [[ 1.49191696e+02  4.78710419e+02]
 [-3.31253319e+01  4.56942780e+02]
 [ 3.61300087e+01  4.77488342e+02]
 [-2.97462585e+02  4.52882935e+02]
 [-3.33064240e+02  4.67666962e+02]
 [-8.69734009e+02  4.71915680e+02]
 [-2.25763607e+01  4.57542877e+02]
 [-7.31795654e+02  4.55944641e+02]
 [-6.65960541e+01  4.84664001e+02]
 [ 2.38868408e+01  4.82911682e+02]
 [-1.11054329e+02  4.59809326e+02]
 [-1.55989014e+03  5.01303528e+02]
 [-2.69053383e+01  4.55671967e+02]
 [-1.27301892e+03  4.89646576e+02]
 [-6.18797729e+02  4.59800079e+02]
 [-1.36316748e+03  5.11668091e+02]
 [-5.79904968e+02  4.48417694e+02]
 [-1.13896411e+03  4.85355682e+02]
 [-8.92776733e+02  4.70282562e+02]
 [-8.47038452e+02  4.69792480e+02]
 [-5.41579041e+02  4.51658081e+02]
 [-1.52892676e+03  4.96681519e+02]
 [-5.39013062e+02  4.59433533e+02]
 [-1.14666479e+03  4.92872772e+02]
 [-4.96079865e+02  4.56835144e+02]
 [-6.12155457e+02  4.60335815e+02]
 [-2.27222576e+01  4.55677490e+02]
 [-1.08181653e+03  4.71925293e+02]
 [-3.93951416e+02  4.80453430e+02]
 [-1.47673535e+03  4.91176880e+02]
 [ 2.92305634e+02  4.91578186e+02]
 [-7.46089417e+02  4.63865417e+02]
 [-5.73933411e+02  4.54864227e+02]
 [-9.17028870e+02  4.85237854e+02]
 [-8.31627625e+02  4.71339172e+02]
 [-1.00416431e+03  4.82319855e+02]
 [-1.70269031e+03  5.09290253e+02]
 [ 9.51498566e+01  5.02320892e+02]
 [-1.57640063e+03  4.89130310e+02]
 [-8.99514648e+02  4.63652344e+02]
 [-1.13142505e+03  4.76986267e+02]
 [-1.03830554e+03  4.86680481e+02]
 [-1.05072839e+03  4.78763977e+02]
 [ 1.53480730e+01  4.82975494e+02]
 [-5.09162384e+02  4.67954437e+02]
 [-1.31199719e+03  4.90880005e+02]
 [-5.58024902e+02  4.62331848e+02]
 [-1.08118579e+03  4.64137695e+02]
 [ 3.45099396e+02  4.93445984e+02]
 [ 3.30343323e+01  4.96051575e+02]
 [-1.15646204e+03  4.91171692e+02]
 [-1.60873962e+03  5.06043884e+02]
 [-6.26552551e+02  4.58870636e+02]
 [ 9.21563110e+01  4.81923370e+02]
 [-1.70789490e+03  5.05675598e+02]
 [-5.47467896e+02  4.56210480e+02]
 [-1.33106308e+01  4.56936554e+02]
 [-8.90215698e+02  4.76336212e+02]
 [-1.14667249e+03  4.89064392e+02]
 [-1.27403984e+01  4.59106567e+02]
 [-2.93144470e+02  4.53985809e+02]
 [-6.58501038e+02  4.70976044e+02]
 [-5.89357071e+01  4.86119598e+02]
 [-5.20581665e+02  4.62734100e+02]
 [-1.35581335e+03  4.94665833e+02]
 [-1.61455536e+02  4.60436371e+02]
 [-7.78443176e+02  4.63913483e+02]
 [-6.37731689e+02  4.88954498e+02]
 [ 5.30483398e+01  4.56853088e+02]
 [-1.01512170e+03  4.85879211e+02]
 [-4.48591522e+02  4.61613647e+02]
 [-1.10868713e+03  4.77448547e+02]
 [ 1.50264145e+02  4.62021759e+02]
 [-6.59100647e+02  4.55392273e+02]
 [-5.47538635e+02  4.57806732e+02]
 [-1.26795776e+03  4.87004303e+02]
 [-6.52762268e+02  4.57291779e+02]
 [ 1.60776077e+02  4.65920837e+02]
 [-4.22069885e+02  4.58337463e+02]
 [-8.86157150e+01  4.84186554e+02]
 [-6.38346313e+02  4.56569427e+02]
 [-5.40604919e+02  4.62703064e+02]
 [ 5.67652740e+01  4.75767029e+02]
 [-1.95126434e+02  4.95098877e+02]
 [-7.03442139e+02  4.65891235e+02]
 [-1.50357346e+02  4.91321625e+02]
 [ 1.95298691e+01  4.74801453e+02]
 [ 2.66156799e+02  4.74965820e+02]
 [-7.63318298e+02  4.57395081e+02]
 [-1.45650391e+03  4.91278229e+02]
 [-1.36180371e+03  4.95466614e+02]
 [-1.85346329e+02  4.51688629e+02]
 [ 7.22013474e+01  4.80563293e+02]
 [-1.33797888e+03  4.87678955e+02]
 [-6.00529236e+02  4.67707886e+02]
 [-7.24502075e+02  4.54393616e+02]
 [-1.28411655e+01  4.81352783e+02]
 [ 1.38153400e+01  4.91746155e+02]
 [-9.27539001e+02  4.74316498e+02]
 [-6.13349670e+02  4.63353668e+02]
 [-5.00065155e+02  4.61761993e+02]
 [-4.35801201e+01  4.86779907e+02]
 [-1.28199133e+03  4.90304932e+02]
 [-6.25907043e+02  4.60912994e+02]
 [-7.56870605e+02  4.70691742e+02]
 [ 1.42449326e+02  4.69378845e+02]
 [-4.29950256e+02  4.55899750e+02]
 [-7.01649353e+02  4.58811951e+02]
 [-1.29905701e+03  5.02021851e+02]
 [ 7.56817703e+01  4.79316315e+02]
 [-1.21928125e+03  4.88202423e+02]
 [-1.20221570e+03  4.82697144e+02]
 [-6.26850830e+02  4.55800354e+02]
 [-6.09134521e+02  4.54185516e+02]
 [ 8.03444767e+00  4.55355011e+02]
 [-1.19964378e+02  4.83366058e+02]
 [-6.95115356e+02  4.59223114e+02]
 [ 1.69163086e+02  4.72748993e+02]
 [-1.26583020e+03  4.87416962e+02]
 [-5.46143738e+02  4.56787537e+02]
 [-3.77867950e+02  4.53991516e+02]
 [-8.87046814e+02  4.67694580e+02]
 [-2.17339737e+02  4.56640411e+02]
 [-2.21602737e+02  4.69115723e+02]
 [ 3.97310524e+01  4.71622162e+02]
 [-9.94213013e+02  4.78826508e+02]
 [-1.39025040e+02  4.72245850e+02]
 [-1.23458020e+03  4.97428253e+02]
 [ 1.98882248e+02  4.62145660e+02]
 [-1.09496606e+03  4.88405579e+02]
 [ 1.42075531e+02  4.86503479e+02]
 [ 1.32954926e+02  4.74681519e+02]
 [-7.91295227e+02  4.63408813e+02]
 [-6.39472778e+02  4.60042969e+02]
 [-8.17020081e+02  4.65866638e+02]
 [ 1.25208588e+02  4.67467987e+02]
 [ 1.95889168e+01  4.58152191e+02]
 [-7.29979736e+02  4.72082947e+02]
 [-6.50874390e+02  4.91655121e+02]
 [-6.42895264e+02  4.57823273e+02]
 [-4.83539917e+02  4.57867096e+02]
 [ 4.02650482e+02  4.80421448e+02]
 [-1.98718506e+02  4.90838135e+02]
 [-9.63254333e+02  4.87678101e+02]
 [-1.85163727e+02  4.85703369e+02]
 [-3.56280121e+02  4.55445251e+02]
 [-1.18403772e+03  4.87901031e+02]
 [ 6.45670013e+01  4.88227112e+02]
 [-9.63446899e+02  4.69826691e+02]
 [-7.45739136e+02  4.59176575e+02]
 [-1.69634290e+03  4.99325165e+02]
 [-1.90469757e+02  4.87522858e+02]
 [-1.52288184e+03  4.94236115e+02]
 [-1.54075439e+03  5.01468384e+02]
 [-1.31470959e+03  4.91874817e+02]
 [ 4.21572351e+00  4.87026733e+02]
 [-1.84846466e+02  4.75064850e+02]
 [-6.15466232e+01  4.89423859e+02]
 [-8.52215027e+02  4.61461212e+02]
 [ 1.13290100e+02  4.67328979e+02]
 [-6.73580017e+02  4.53969971e+02]
 [-1.54679504e+03  5.06833069e+02]
 [ 9.39253311e+01  4.87615814e+02]
 [-8.81340485e+01  4.99343903e+02]
 [-4.94473190e+01  4.77610931e+02]
 [-7.53511719e+02  4.59531433e+02]
 [-7.02526184e+02  4.61849457e+02]
 [-7.04030334e+02  4.62070709e+02]
 [ 2.31189331e+02  4.77412933e+02]
 [-9.60987427e+02  4.95132721e+02]
 [-9.35156799e+02  4.87652954e+02]
 [-7.34965515e+02  4.59869873e+02]
 [-1.35919861e+03  4.87804749e+02]
 [-2.32297699e+02  4.57764313e+02]
 [-1.79056885e+03  5.06535065e+02]
 [-1.35023157e+03  5.08178070e+02]
 [-1.24574121e+03  4.90502991e+02]
 [-7.72335266e+02  4.55105347e+02]
 [-9.31240845e+02  4.62757935e+02]
 [-6.52428040e+02  4.59896118e+02]
 [-8.45639893e+02  4.70474060e+02]
 [-5.88499451e+02  4.55450867e+02]
 [ 1.18964787e+01  4.76318329e+02]
 [-1.46838303e+02  4.95623871e+02]
 [-1.46511072e+03  4.95827148e+02]
 [ 1.14589645e+02  4.81328613e+02]
 [-5.13194153e+02  4.62881653e+02]
 [-4.37528656e+02  4.58753815e+02]
 [ 2.69856091e+01  4.64411072e+02]
 [ 5.13174591e+01  4.77718536e+02]
 [-8.66512634e+02  4.58690186e+02]
 [-2.18734558e+02  4.95731201e+02]
 [ 5.20775108e+01  4.92123444e+02]
 [-1.28179675e+03  4.88471954e+02]
 [-1.45779736e+03  4.97568665e+02]
 [-8.10043335e+02  4.59339600e+02]
 [ 1.07443237e+02  4.90276978e+02]
 [-7.03341125e+02  4.55323883e+02]
 [-8.05223267e+02  4.59678467e+02]
 [-7.82518082e+01  4.88797852e+02]
