fitness: [[ 1.31778488e+02  5.00414307e+02]
 [-4.51025726e+02  4.55216949e+02]
 [-1.37766495e+02  4.85619843e+02]
 [-3.37054840e+02  4.61332153e+02]
 [-1.86140076e+02  4.63595337e+02]
 [-3.22433014e+01  4.73687958e+02]
 [-6.44668335e+02  4.63756927e+02]
 [-4.99113037e+02  4.88515900e+02]
 [-4.53978088e+02  4.56790527e+02]
 [-1.55341797e+03  4.99342834e+02]
 [-8.01853882e+02  4.59139313e+02]
 [-4.11718842e+02  4.64090302e+02]
 [-3.67215958e+01  4.78263672e+02]
 [-9.29717285e+02  4.67223969e+02]
 [-7.09799011e+02  4.56640625e+02]
 [-1.39610156e+03  5.05277191e+02]
 [-2.72248047e+02  4.53101776e+02]
 [ 1.55949219e+02  4.67120514e+02]
 [-1.03627869e+03  4.68393402e+02]
 [ 3.18018456e+01  4.86565948e+02]
 [ 3.64317856e+01  4.56050140e+02]
 [-7.75226685e+02  4.65810608e+02]
 [-9.28796082e+02  4.71489594e+02]
 [-1.30775830e+03  4.94795532e+02]
 [-8.39116577e+02  4.75681305e+02]
 [-7.53784256e+01  4.99821075e+02]
 [-1.37377026e+03  4.98420929e+02]
 [-1.36383203e+03  4.84171204e+02]
 [-1.55827209e+02  4.52637634e+02]
 [-4.32309235e+02  4.56683350e+02]
 [-8.55162048e+02  4.79218262e+02]
 [-1.05147498e+03  4.92008148e+02]
 [-7.94477997e+01  4.85082550e+02]
 [-1.78964014e+03  5.11601074e+02]
 [ 1.37760040e+02  4.73649048e+02]
 [-8.85278809e+02  4.61181244e+02]
 [-9.38222595e+02  4.71504761e+02]
 [ 1.47571030e+02  4.93281586e+02]
 [-1.30915784e+03  4.97264679e+02]
 [ 1.45670395e+02  4.53720123e+02]
 [-2.88385803e+02  4.51924652e+02]
 [-4.48418640e+02  4.60588715e+02]
 [-1.01428497e+03  4.77662567e+02]
 [-8.89581604e+02  4.64432709e+02]
 [-6.52903595e+01  4.91941345e+02]
 [-1.02793982e+03  4.83369263e+02]
 [-9.56595306e+01  4.53743622e+02]
 [-2.66299011e+02  4.79791626e+02]
 [-1.20432837e+03  4.97965942e+02]
 [ 1.30896896e+02  4.85259277e+02]
 [-9.32799561e+02  4.86957764e+02]
 [-5.96847473e+02  4.67744293e+02]
 [-5.16896240e+02  4.61366058e+02]
 [-9.47254761e+02  4.77477051e+02]
 [-1.24934290e+03  4.87696259e+02]
 [-1.05904675e+03  4.66100189e+02]
 [-7.10167847e+02  4.66118011e+02]
 [-1.65637207e+03  5.08984131e+02]
 [-1.30843384e+03  4.85688171e+02]
 [-4.70495056e+02  4.60687225e+02]
 [ 2.25892365e+02  4.85003479e+02]
 [-1.47830884e+03  4.94020050e+02]
 [-1.52908112e+02  4.54133453e+02]
 [-1.20124902e+03  4.97466675e+02]
 [-5.87741211e+02  4.72351990e+02]
 [-6.21022720e+01  4.73317841e+02]
 [-9.55332947e+02  4.79421387e+02]
 [-9.65691853e+00  4.53301758e+02]
 [-1.47061389e+03  4.94753815e+02]
 [-1.08641699e+03  4.85218323e+02]
 [-4.12179016e+02  4.69852631e+02]
 [ 2.90209595e+02  4.79930450e+02]
 [-1.71053558e+02  4.52384186e+02]
 [-1.56655322e+03  4.95444733e+02]
 [-2.44974197e+02  4.89649078e+02]
 [-1.50316638e+03  4.99820587e+02]
 [-1.68082532e+03  5.08467773e+02]
 [-9.63988464e+02  4.82483032e+02]
 [-8.55444031e+02  4.61918488e+02]
 [ 3.58988228e+01  4.92284882e+02]
 [-6.16323547e+02  4.60335022e+02]
 [ 8.50451202e+01  4.75090515e+02]
 [-1.24828662e+03  4.96050720e+02]
 [ 3.25900803e+01  4.59230408e+02]
 [-1.35212738e+02  4.77976959e+02]
 [-4.68641602e+02  4.58267548e+02]
 [-8.17968567e+02  4.72241516e+02]
 [ 5.36610069e+01  4.75974091e+02]
 [-1.13519116e+03  4.89178436e+02]
 [-1.05171364e+02  4.88408783e+02]
 [-5.85955566e+02  4.64992493e+02]
 [-1.32993408e+03  4.96605011e+02]
 [-1.03304907e+03  4.76703308e+02]
 [-6.86327393e+02  4.59743896e+02]
 [-1.32969434e+03  4.92015381e+02]
 [-1.34490210e+03  4.84194000e+02]
 [-1.51876318e+03  4.93430389e+02]
 [-1.07377966e+03  4.69680481e+02]
 [-6.13915955e+02  4.57608368e+02]
 [-8.97701355e+02  4.82337433e+02]
 [-1.07230371e+03  4.81309082e+02]
 [-6.09122437e+02  4.60048889e+02]
 [-3.47198914e+02  5.04576965e+02]
 [-9.75567993e+02  4.63222748e+02]
 [ 9.17007828e+01  4.78730103e+02]
 [-1.29362585e+03  4.87249237e+02]
 [-6.65183472e+02  4.62662842e+02]
 [-1.63500793e+03  5.08890045e+02]
 [-1.22088367e+03  5.02865051e+02]
 [ 4.23338089e+01  4.74841217e+02]
 [-5.78690002e+02  4.58469421e+02]
 [-1.66612747e+02  5.01517151e+02]
 [-1.39838839e+01  4.83316589e+02]
 [-1.30478868e+01  4.91201294e+02]
 [-7.45412476e+02  4.69274750e+02]
 [ 3.12086163e+01  4.61793213e+02]
 [-1.30485864e+03  4.97013397e+02]
 [-2.13955246e+02  4.55308563e+02]
 [ 1.08274132e+02  5.03264679e+02]
 [ 5.43599548e+01  4.85393372e+02]
 [-1.13663977e+03  4.82589539e+02]
 [-6.92956299e+02  4.64504059e+02]
 [-1.15893591e+03  4.82799347e+02]
 [-6.13125244e+02  4.61202606e+02]
 [-5.58889832e+02  4.57974915e+02]
 [-8.32845520e+02  4.77656281e+02]
 [-1.59913647e+03  5.13548584e+02]
 [ 1.15617424e+02  4.92868195e+02]
 [-8.34557312e+02  4.62810242e+02]
 [-1.36717139e+03  4.96345673e+02]
 [-1.21953931e+03  4.84628693e+02]
 [ 2.53799229e+01  4.57577545e+02]
 [-1.39302271e+03  4.95837189e+02]
 [-7.15116358e+00  4.82055756e+02]
 [-1.06174390e+03  4.86882996e+02]
 [-6.95569458e+02  4.64208557e+02]
 [-3.23081636e+00  4.77293579e+02]
 [-7.37960663e+01  4.89066681e+02]
 [-6.80508667e+02  4.60547668e+02]
 [-7.16492033e+00  5.03849182e+02]
 [ 8.32178345e+01  5.00876740e+02]
 [-9.93713806e+02  4.65304321e+02]
 [-1.18036877e+03  4.93178680e+02]
 [-7.52510864e+02  4.63845398e+02]
