fitness: [[ 4.83401337e+01  5.00676971e+02]
 [-6.82455368e+01  4.55035339e+02]
 [-1.09689673e+03  4.89666656e+02]
 [-1.07006279e+02  4.51631165e+02]
 [-9.49951248e+01  4.95769226e+02]
 [-8.24455933e+02  4.72755249e+02]
 [ 4.73562927e+01  4.68804352e+02]
 [-3.66312447e+01  4.70219330e+02]
 [-7.02396870e+00  4.98785614e+02]
 [-1.07574011e+03  4.80308807e+02]
 [-8.41117615e+02  4.98129486e+02]
 [-6.40573303e+02  4.62737518e+02]
 [ 5.60043182e+01  4.63032562e+02]
 [-9.75047974e+02  4.83909821e+02]
 [-1.60412939e+03  4.99835205e+02]
 [-5.70429199e+02  4.57382477e+02]
 [-7.18892944e+02  4.64363464e+02]
 [-1.01293915e+03  4.71367981e+02]
 [-1.29334717e+03  5.04004211e+02]
 [-3.47712280e+02  4.54311218e+02]
 [-2.69985229e+02  4.53682251e+02]
 [-8.49376587e+02  4.57797363e+02]
 [-7.01077332e+02  4.61214752e+02]
 [ 6.82793760e+00  4.94671906e+02]
 [-1.12785608e+03  4.76569305e+02]
 [-5.63242607e+01  4.56051575e+02]
 [ 2.61009216e+02  4.77574371e+02]
 [ 2.94454708e+01  4.58506317e+02]
 [-1.24573096e+03  4.93272949e+02]
 [-5.27118042e+02  4.62978027e+02]
 [-1.13173380e+01  4.53102997e+02]
 [ 1.67143936e+02  4.86347260e+02]
 [-1.31621973e+03  4.81036591e+02]
 [ 4.98487930e+01  4.83415222e+02]
 [-9.77976746e+02  4.78711548e+02]
 [-6.72357117e+02  4.65403992e+02]
 [-7.38375427e+02  4.60120911e+02]
 [-1.12375275e+02  4.49671417e+02]
 [-1.45274630e+01  4.99511230e+02]
 [-9.38618660e+00  4.66895966e+02]
 [ 3.48922119e+01  4.55945770e+02]
 [-6.93750305e+02  4.71680389e+02]
 [ 1.86071030e+02  4.89077393e+02]
 [-7.23645020e+02  4.61145721e+02]
 [-6.31626648e+02  4.56741730e+02]
 [-1.20411670e+03  4.91818420e+02]
 [ 1.23697456e+02  4.93682800e+02]
 [-5.15395630e+02  4.61016602e+02]
 [-2.62750000e+02  4.53019257e+02]
 [-3.40447815e+02  4.51801300e+02]
 [-1.55103455e+03  4.98707031e+02]
 [-9.23072815e+00  4.85596527e+02]
 [-6.01958252e+02  4.62024261e+02]
 [-7.59986389e+02  4.62954834e+02]
 [-2.42597809e+02  4.87399841e+02]
 [-7.49029846e+01  4.75681641e+02]
 [-2.72360199e+02  4.51961212e+02]
 [-1.08181143e+00  4.85272552e+02]
 [-1.01711072e+03  4.86571228e+02]
 [-9.96419556e+02  4.72861450e+02]
 [ 1.11470734e+02  4.80749390e+02]
 [-7.64399658e+02  4.61084656e+02]
 [ 1.01406012e+01  4.74686310e+02]
 [-7.23451843e+02  4.66364197e+02]
 [-8.19831360e+02  4.60500000e+02]
 [-1.09060510e+03  4.86237305e+02]
 [-1.11857080e+03  4.75050293e+02]
 [-8.86830750e+02  4.77765045e+02]
 [-2.22142380e+02  4.87640930e+02]
 [ 2.21574356e+02  4.94098724e+02]
 [ 2.83574005e+02  4.77861176e+02]
 [-5.77727112e+02  4.65091156e+02]
 [-7.61434784e+01  4.76486023e+02]
 [-4.35062744e+02  4.60398560e+02]
 [-6.10242729e+01  5.04867218e+02]
 [-9.02739380e+02  4.88587952e+02]
 [-1.76349084e+03  5.12264404e+02]
 [ 4.27985764e+01  4.57060181e+02]
 [-2.18290787e+01  4.60221741e+02]
 [-2.90960175e+02  4.79526367e+02]
 [-4.94163940e+02  4.58569122e+02]
