fitness: [[ 3.34184837e+01  4.66503265e+02]
 [-8.16908264e+02  4.65799377e+02]
 [-4.56901741e+01  4.82437317e+02]
 [-1.22469666e+03  4.83115448e+02]
 [-1.72585922e+02  4.56781433e+02]
 [-1.15005989e+01  4.54040405e+02]
 [-1.01991602e+03  4.80602875e+02]
 [-7.70536438e+02  4.80707397e+02]
 [-1.49539319e+03  4.94572235e+02]
 [-2.15022873e+02  4.85824158e+02]
 [-1.07221606e+03  4.73843842e+02]
 [-1.21242004e+03  5.05565277e+02]
 [-1.30079712e+03  5.02741425e+02]
 [-6.89221191e+01  4.83895142e+02]
 [-6.62551331e+02  4.71621948e+02]
 [-1.23414343e+03  4.87080872e+02]
 [-9.21868896e+02  4.68613220e+02]
 [ 8.69805908e+01  5.01501099e+02]
 [-1.44701624e+03  4.96062775e+02]
 [-1.03693514e+01  4.76810211e+02]
 [-1.33804260e+03  4.89716309e+02]
 [-7.68689194e+01  4.53366058e+02]
 [ 5.69093513e+01  4.89855957e+02]
 [-5.60256996e+01  5.01252533e+02]
 [ 2.27580624e+01  4.93044830e+02]
 [-7.79560181e+02  4.85382385e+02]
 [-1.03544458e+03  4.80506561e+02]
 [-6.28550842e+02  4.70391022e+02]
 [-7.41007080e+02  4.64525116e+02]
 [-9.11408081e+02  4.65631042e+02]
 [-1.35400952e+03  4.99059082e+02]
 [-2.39275711e+02  4.77963745e+02]
 [ 9.22825165e+01  5.06564514e+02]
 [-6.48858643e+02  4.56695557e+02]
 [-6.24174194e+02  4.53649780e+02]
 [-8.63698730e+02  4.58018097e+02]
 [-6.88390503e+02  4.59218903e+02]
 [ 7.35844116e+01  4.94498810e+02]
 [-2.58869720e+02  4.52854706e+02]
 [-4.30421997e+02  4.65251892e+02]
 [-1.54719009e+01  4.83593384e+02]
 [-3.30423331e+00  5.00928375e+02]
 [-1.07561877e+03  4.82642548e+02]
 [-1.11513391e+03  4.94602448e+02]
 [ 3.33732910e+02  5.03236633e+02]
 [-9.62188232e+02  4.80964630e+02]
 [-9.72646790e+02  4.68520172e+02]
 [-9.41361877e+02  4.76023621e+02]
 [-1.23619275e+03  4.94927704e+02]
 [ 1.50065201e+02  4.76356628e+02]
 [ 2.82004395e+01  4.83835632e+02]
 [-1.13123184e+02  4.51004730e+02]
 [-1.21490211e+02  4.50617615e+02]
 [-1.11404028e+03  4.81332275e+02]
 [-1.01179547e+03  4.79826050e+02]
 [-1.13850870e+01  4.90297333e+02]
 [-5.83747986e+02  4.57136230e+02]
 [ 2.88754292e+01  4.83980743e+02]
 [-5.40767029e+02  4.68827850e+02]
 [ 1.28940535e+01  4.82999420e+02]
 [ 9.79935226e+01  4.73735535e+02]
 [-6.05345886e+02  4.63473114e+02]
 [-9.13473572e+02  4.81238037e+02]
 [-9.36320496e+02  4.81525665e+02]
 [-8.96922729e+02  4.63071106e+02]
 [-1.33193298e+03  4.89844788e+02]
 [-6.46509033e+02  4.52599030e+02]
 [-9.79804138e+02  4.79714172e+02]
 [ 9.64978638e+01  4.80886169e+02]
 [-1.23277380e+03  4.97388641e+02]
 [-7.20993164e+02  4.55477386e+02]
 [-1.42991418e+03  5.02737335e+02]
 [-9.94599365e+02  4.83260895e+02]
 [-4.57999420e+02  4.57320404e+02]
 [-7.26204407e+02  4.71467834e+02]
 [-8.82002869e+02  4.75154663e+02]
 [ 6.19380798e+01  5.00912354e+02]
 [-1.03317908e+03  4.85871979e+02]
 [-7.45632935e+02  4.71563843e+02]
 [-1.01072601e+03  4.81154205e+02]
 [-2.84441193e+02  4.57953369e+02]
 [ 5.08406715e+01  4.90814758e+02]
 [ 2.57218914e+01  4.96473785e+02]
 [-6.61596558e+02  4.53535614e+02]
 [-1.43298145e+03  4.97239838e+02]
 [ 1.13306137e+02  4.80536163e+02]
 [-1.31476440e+03  4.86082367e+02]
 [-9.74897827e+02  4.78289520e+02]
 [-5.54174988e+02  4.71601013e+02]
 [-1.82524776e+01  4.73053467e+02]
 [ 9.34168854e+01  4.77989594e+02]
 [-8.92253342e+01  4.77704437e+02]
 [-2.13032715e+02  4.50930939e+02]
 [-5.68161499e+02  4.66586273e+02]
 [-7.57911743e+02  4.63566528e+02]
 [ 6.11358376e+01  5.02493774e+02]
 [-1.15217249e+03  4.87371796e+02]
 [-6.05550354e+02  4.60299591e+02]
 [-1.35611206e+03  4.93036224e+02]
 [-9.99638672e+02  4.65931549e+02]
 [-8.58589172e+02  4.84033051e+02]
 [-1.16896924e+03  4.90008484e+02]
 [-2.19259399e+02  4.56626587e+02]
 [-1.00094727e+03  4.74835571e+02]
 [-6.85137878e+02  4.60626801e+02]
 [-5.88861755e+02  4.60768890e+02]
 [-3.73230469e+02  4.68300018e+02]
 [-4.03009491e+01  4.63080078e+02]
 [-9.13476746e+02  4.83607056e+02]
 [-9.69434937e+02  4.78006165e+02]
 [-9.45397827e+02  4.85068573e+02]
 [ 7.74946518e+01  4.84232361e+02]
 [-5.83718994e+02  4.66991730e+02]
 [-1.03689355e+03  4.87730469e+02]
 [ 2.96444611e+02  4.74867554e+02]
