fitness: [[ 6.76984482e+01  4.91386108e+02]
 [-5.15250244e+02  4.75653839e+02]
 [ 4.46970253e+01  4.79626312e+02]
 [ 1.65581253e+02  4.93086121e+02]
 [-8.51166748e+02  4.81096008e+02]
 [-8.23295288e+02  5.12191650e+02]
 [ 6.49961166e+01  4.66041321e+02]
 [-7.82547913e+02  4.79456726e+02]
 [-8.00969925e+01  4.69201721e+02]
 [-3.56337776e+01  4.65715179e+02]
 [-7.55826721e+02  4.77133545e+02]
 [-2.84011322e+02  4.64539337e+02]
 [-2.97377262e+01  4.67750824e+02]
 [-1.57343765e+02  4.73729523e+02]
 [-8.53971577e+00  4.79645325e+02]
 [-6.36827698e+02  4.76630432e+02]
 [ 9.27061558e+00  4.76524628e+02]
 [ 3.13355465e+01  4.86752625e+02]
 [ 1.58183044e+02  4.72503937e+02]
 [-3.68001953e+02  4.58528137e+02]
 [ 5.45918922e+01  4.87412781e+02]
 [-1.13829077e+03  5.06559387e+02]
 [ 2.62612972e+01  4.67644531e+02]
 [-3.62581421e+02  4.63475525e+02]
 [-1.00597150e+03  5.07338928e+02]
 [-2.93808929e+02  4.74013458e+02]
 [-7.60539734e+02  4.90687225e+02]
 [ 9.02169266e+01  4.77385590e+02]
 [-1.83707695e+01  4.67936493e+02]
 [-3.05566376e+02  4.65294525e+02]
 [-1.17910248e+02  4.63266693e+02]
 [-7.98051575e+02  4.75048828e+02]
 [-6.01865044e+01  4.80115875e+02]
 [ 4.53164482e+01  4.81769897e+02]
 [ 9.19021530e+01  4.88500549e+02]
 [ 7.09835052e+00  4.64587891e+02]
 [-5.62647400e+02  4.78199219e+02]
 [-3.37152832e+02  4.57613190e+02]
 [-6.68700073e+02  4.75267822e+02]
 [-3.48600159e+02  4.58866913e+02]
 [-1.72192947e+02  4.64727875e+02]
 [-6.02499634e+02  4.85680969e+02]
 [-7.32700989e+02  4.75544891e+02]
 [ 1.27715828e+02  4.62138428e+02]
 [ 2.16706284e+02  4.76147736e+02]
 [-6.14645508e+02  5.07517090e+02]
 [ 1.03522400e+02  4.81037903e+02]
 [-9.33390503e+02  4.74917725e+02]
 [ 4.57102661e+01  4.75965454e+02]
 [-1.67427521e+02  4.70691315e+02]
 [-7.33901123e+02  4.79402374e+02]
 [-2.50747147e+01  4.86061218e+02]
 [-1.66445236e+02  4.60893372e+02]
 [-9.00784241e+02  4.95592590e+02]
 [ 5.15687675e+01  4.69842041e+02]
 [ 1.37596436e+02  4.80520630e+02]
 [ 1.12494583e+01  4.97476471e+02]
 [-9.19981995e+02  4.75630463e+02]
 [ 7.04042053e+01  4.70598206e+02]
 [-1.07743237e+03  5.10067535e+02]
 [-5.47251343e+02  4.73119568e+02]
 [-2.53116264e+01  4.67355255e+02]
 [-7.88786621e+02  4.69289734e+02]
 [-2.44245014e+01  4.80031281e+02]
 [ 9.38244095e+01  4.75806610e+02]
 [-8.24429810e+02  4.83543701e+02]
 [-7.42914307e+02  4.77593475e+02]
 [ 8.02877808e+01  4.94766022e+02]
 [-6.12036133e+02  4.79227417e+02]
 [-3.46388054e+01  4.96484955e+02]
 [-2.78680172e+01  4.85181976e+02]
 [-1.31533722e+02  4.63683716e+02]
 [-9.08978821e+02  5.00749786e+02]
 [-7.03020325e+02  4.75617920e+02]
 [-7.62023376e+02  4.69986115e+02]
 [-5.88454773e+02  4.76692383e+02]
 [-1.27226917e+03  5.11638824e+02]
 [-1.22854118e+02  4.74343445e+02]
 [-7.61269714e+02  4.92339783e+02]
 [ 1.02224937e+02  4.72737671e+02]
 [-2.21937149e+02  4.91672119e+02]
 [-5.45798767e+02  4.72988617e+02]
 [ 4.99068642e+01  4.83409882e+02]
 [ 4.87591896e+01  5.00645142e+02]
 [ 2.63419098e+02  4.73627533e+02]
 [-2.73559296e+02  4.59797668e+02]
