fitness: [[ 1.72052455e+00  4.50491241e+02]
 [-1.10477612e+03  4.93511200e+02]
 [-8.24051880e+02  4.63146332e+02]
 [-1.27039050e+03  4.94651306e+02]
 [ 2.69345055e+01  4.55453522e+02]
 [-1.57720825e+03  5.07440399e+02]
 [-1.06566620e+01  4.87605713e+02]
 [-5.70348083e+02  4.67920715e+02]
 [-8.16555023e+01  4.74415771e+02]
 [ 9.13615322e+00  4.51386383e+02]
 [-8.79616642e+00  4.52494598e+02]
 [-6.88829834e+02  4.62613129e+02]
 [-1.05729968e+03  4.67939758e+02]
 [-5.91997803e+02  4.79950958e+02]
 [-5.37028847e+01  4.53662170e+02]
 [-1.40236011e+03  5.00297699e+02]
 [-8.39356812e+02  4.97380920e+02]
 [-6.49786758e+01  4.65991364e+02]
 [ 5.20923500e+01  4.71028046e+02]
 [-1.94957458e+02  4.56993591e+02]
 [-1.01069812e+03  4.79829803e+02]
 [-1.41279675e+03  5.00940063e+02]
 [ 4.32520370e+01  4.90853729e+02]
 [-7.48669983e+02  4.63075989e+02]
 [-6.57821350e+02  4.59558044e+02]
 [-4.03331268e+02  4.81320312e+02]
 [-7.41615540e+02  4.67089874e+02]
 [-6.29858154e+02  4.64225555e+02]
 [-6.43813599e+02  4.63192535e+02]
 [ 8.40223465e+01  4.94575287e+02]
 [-6.05020996e+02  4.66924957e+02]
 [-1.05440833e+03  4.86835114e+02]
 [-9.31019958e+02  4.63083679e+02]
 [-8.10513123e+02  4.68881500e+02]
 [ 7.77412491e+01  4.76371613e+02]
 [ 3.23167839e+01  4.96055115e+02]
 [-6.17634277e+01  4.82596619e+02]
 [-1.18443042e+03  4.89482361e+02]
 [-6.85739990e+02  4.64310089e+02]
 [-4.73747131e+02  4.65112732e+02]
 [-1.11152368e+03  4.99376190e+02]
 [-1.19986963e+03  4.87165588e+02]
 [-1.14531555e+03  4.97032227e+02]
 [-1.31846423e+03  4.97035889e+02]
 [-7.04212036e+02  4.59915283e+02]
 [-8.57466858e+02  4.63772400e+02]
 [-9.01674805e+02  4.68441376e+02]
 [-1.30960596e+03  4.83716583e+02]
 [-9.13514832e+02  4.97519165e+02]
 [-2.49582119e+01  4.91428528e+02]
 [-5.28193970e+02  4.66173798e+02]
 [-4.24790894e+02  4.54988739e+02]
 [-1.14151794e+02  4.57225891e+02]
 [ 1.20853758e+01  4.85178406e+02]
 [ 4.74598999e+01  4.55744995e+02]
 [-7.62447998e+02  4.64291901e+02]
 [-1.18647729e+03  4.83518219e+02]
 [-6.78619324e+02  4.60935608e+02]
 [ 3.78143311e+01  4.82151093e+02]
 [ 9.33279724e+01  4.73752075e+02]
 [-1.34375183e+03  5.01736755e+02]
 [ 2.75109558e+01  4.95802032e+02]
 [-6.76479858e+02  4.60463470e+02]
 [-8.56742798e+02  4.62366028e+02]
 [-1.06312866e+03  4.85244751e+02]
