fitness: [[ 2.58256507e+00  4.74912231e+02]
 [-6.41109192e+02  4.59124390e+02]
 [-8.37166870e+02  4.66979034e+02]
 [-6.63115723e+02  4.61063507e+02]
 [-1.58546707e+02  4.89028168e+02]
 [ 3.13671387e+02  4.85636139e+02]
 [-4.46773720e+01  4.99827881e+02]
 [-2.09646927e+02  4.53152008e+02]
 [-7.52822754e+02  4.68676758e+02]
 [-5.97130680e+00  4.68865082e+02]
 [-1.18950476e+03  4.84584991e+02]
 [-4.76216164e+01  4.74486053e+02]
 [-8.33285461e+02  4.70306000e+02]
 [-1.63060730e+03  5.08891418e+02]
 [ 1.44626114e+02  4.75974670e+02]
 [-1.67513013e+03  5.02429840e+02]
 [ 1.94032028e+02  4.77123352e+02]
 [ 1.41158951e+02  4.83893433e+02]
 [-6.34351013e+02  4.65360748e+02]
 [-1.70909998e+03  5.00436798e+02]
 [-3.42442963e+02  4.60037537e+02]
 [-2.27180847e+02  4.92463043e+02]
 [-4.14671265e+02  4.60667694e+02]
 [-5.30281067e+02  4.59731323e+02]
 [-2.45188026e+01  4.60654144e+02]
 [-1.75873914e+03  4.97437592e+02]
 [ 1.99831429e+01  4.62007690e+02]
 [-1.01035126e+03  4.75047241e+02]
 [-1.53885657e+03  4.95877167e+02]
 [-7.95868286e+02  4.76336151e+02]
 [ 3.26923523e+02  4.74997192e+02]
 [-8.96643677e+01  4.90518463e+02]
 [-1.73244067e+03  5.02715149e+02]
 [-8.78523621e+02  4.76984039e+02]
 [-1.53755936e+02  4.79106506e+02]
 [-1.35538345e+02  4.84212982e+02]
 [ 1.28870499e+02  4.51595367e+02]
 [-1.31403473e+02  4.53859375e+02]
 [-9.88881165e+02  4.84448853e+02]
 [-1.36132495e+03  4.92684021e+02]
 [-5.88597900e+02  4.56889069e+02]
 [-1.32030505e+03  4.88522736e+02]
 [-2.12684082e+02  4.53447784e+02]
 [-3.18638077e+01  4.78639740e+02]
 [-1.43529736e+03  4.95500122e+02]
 [ 9.00853271e+01  4.95819458e+02]
 [-5.81114685e+02  4.57267365e+02]
 [-8.64346802e+02  4.77474030e+02]
 [-9.77390869e+02  4.90868195e+02]
 [-1.08284521e+03  4.80577942e+02]
 [-1.40232263e+03  4.97863770e+02]
 [-1.61907153e+03  5.10777985e+02]
 [-8.96234436e+01  4.75090607e+02]
 [ 4.72660828e+01  4.77821960e+02]
 [-9.78120422e+02  4.95009003e+02]
 [-3.88568756e+02  4.50901367e+02]
 [ 3.31695251e+01  4.74830872e+02]
 [-1.31437219e+03  4.84095825e+02]
 [ 3.70980453e+01  4.55468628e+02]
 [-8.61666626e+02  4.62376282e+02]
 [-1.37054822e+03  5.01726746e+02]
 [-2.36787262e+02  4.55669891e+02]
 [-1.50656174e+02  4.75037323e+02]
 [ 1.59769104e+02  4.61128510e+02]
 [-7.94313889e+01  4.78785767e+02]
 [-1.25656580e+03  4.97994354e+02]
 [ 1.88694115e+01  4.80285950e+02]
 [ 5.33022346e+01  4.51396851e+02]
 [-1.33763770e+03  5.07018311e+02]
 [-8.50230042e+02  4.57717468e+02]
 [-3.39822083e+01  4.62058197e+02]
 [-8.47942993e+02  4.62109344e+02]
 [-1.40183240e+03  5.03956268e+02]
 [-7.74031860e+02  4.55512756e+02]
 [-7.47608765e+02  4.59660065e+02]
 [-1.37452478e+03  5.00698883e+02]
 [-5.61997314e+02  4.56088989e+02]
 [-6.17917404e+01  4.76311798e+02]
 [-1.53159961e+03  5.01167511e+02]
 [-9.03411377e+02  4.76598022e+02]
 [-5.58512085e+02  4.62885071e+02]
 [-8.89716858e+02  4.78827179e+02]
 [ 2.62779369e+01  4.53798401e+02]
 [-9.09776245e+02  4.71831268e+02]
 [ 1.40717896e+02  4.93675598e+02]
 [ 4.64322014e+01  4.53229614e+02]
 [-1.01503827e+03  4.81184631e+02]
 [-9.61887451e+02  4.81321716e+02]
 [-3.22534393e+02  4.67410187e+02]
 [-2.12373390e+01  4.50745270e+02]
 [ 3.54876495e+02  4.78677521e+02]
 [-7.56746216e+01  4.67743500e+02]
 [-1.25716089e+03  4.92134155e+02]
 [-1.24303931e+03  4.86804169e+02]
 [-1.03050438e+02  4.89299255e+02]
 [-6.56437134e+02  4.62285217e+02]
 [ 2.32385376e+02  5.03539154e+02]
 [-5.64648132e+02  4.54647827e+02]
 [ 1.22228447e+02  4.58559052e+02]
 [-9.13998047e+02  4.66060638e+02]
 [ 1.72687149e+02  4.84723572e+02]
 [-8.21264160e+02  4.69544830e+02]
 [-7.59912109e+02  4.60148132e+02]
 [ 8.68353806e+01  4.77730469e+02]
 [-1.49626932e+01  4.92908234e+02]
 [-1.28128809e+03  4.99053040e+02]
 [-5.49479431e+02  4.70313507e+02]
 [-7.86949692e+01  4.84365540e+02]
 [-1.23294080e+03  4.89210510e+02]
 [-1.65965869e+03  4.99341217e+02]
 [-1.49822668e+03  4.89023071e+02]
