fitness: [[ 1.43819962e+02  4.93972351e+02]
 [-1.06814308e+02  4.62433807e+02]
 [-5.18864624e+02  4.58697174e+02]
 [-3.12402191e+02  4.53454468e+02]
 [-8.96263306e+02  4.71062836e+02]
 [-5.79090698e+02  4.55961578e+02]
 [ 9.08880920e+01  4.73922180e+02]
 [-6.57289734e+02  4.54104797e+02]
 [-9.96151276e+01  4.89499634e+02]
 [-1.11809680e+03  4.80584808e+02]
 [-1.18185022e+03  4.77847900e+02]
 [-1.12805933e+03  4.95007660e+02]
 [-6.89907715e+02  4.62512573e+02]
 [-6.30242065e+02  4.58338196e+02]
 [-1.47333972e+03  5.04077728e+02]
 [ 3.58189163e+01  4.73385437e+02]
 [-6.31427002e+02  4.64014313e+02]
 [-1.27393860e+03  4.97478577e+02]
 [ 3.60670807e+02  4.76560242e+02]
 [ 1.97578354e+02  4.81679596e+02]
 [-1.23058197e+02  4.52435913e+02]
 [-4.56167358e+02  4.90353333e+02]
 [-1.23250763e+02  5.00220062e+02]
 [ 6.44301605e+01  4.87089111e+02]
 [-1.04508447e+03  4.86862885e+02]
 [-2.86445618e+01  4.71290375e+02]
 [-1.64509644e+03  5.13110046e+02]
 [-8.88036743e+02  4.72808563e+02]
 [-4.95278870e+02  4.57493042e+02]
 [ 1.03937120e+01  4.53813538e+02]
 [-7.67549667e+01  4.61375214e+02]
 [-4.61000458e+02  4.64072815e+02]
 [-1.63989001e+03  4.98065765e+02]
 [-1.07549707e+03  4.83634918e+02]
 [-4.62009552e+02  4.60678772e+02]
 [-5.91867554e+02  4.56199677e+02]
 [-9.41558228e+01  4.55929565e+02]
 [-1.28965369e+03  4.92610138e+02]
 [ 4.91345673e+01  4.85114044e+02]
 [-8.71837402e+02  4.72265259e+02]
 [-8.11540527e+02  4.66211365e+02]
 [-1.14257068e+03  4.96585815e+02]
 [-5.32373810e+01  4.90402863e+02]
 [-1.60507996e+03  5.08971222e+02]
 [-1.44675232e+03  5.01801117e+02]
 [-1.20213135e+03  4.81269684e+02]
 [-8.62146759e+00  4.66585999e+02]
 [-4.67336761e+02  4.61280090e+02]
 [-6.34137878e+02  4.64864197e+02]
 [-7.35516357e+02  4.58634064e+02]
 [-1.61960388e+03  5.10258728e+02]
 [ 2.45891781e+01  4.79808258e+02]
 [-2.02415085e+00  4.70706360e+02]
 [-1.54079065e+03  5.01873505e+02]
 [ 1.22546623e+02  4.63029907e+02]
 [-1.59217725e+03  5.03857361e+02]
 [ 2.10364761e+02  4.84127319e+02]
 [-2.15914249e+01  4.73615234e+02]
 [-7.48599426e+02  4.52461334e+02]
 [-5.98930664e+02  4.54115784e+02]
 [-1.30239038e+03  4.87144409e+02]
 [-1.01876477e+03  4.80804657e+02]
 [-1.26414868e+03  4.98149750e+02]
 [ 5.08297729e+01  4.92005127e+02]
 [-1.10189709e+03  4.95183014e+02]
 [-1.33921948e+03  4.88960266e+02]
 [-6.15390320e+02  4.59944885e+02]
 [-9.72087524e+02  4.82909546e+02]
 [-6.19845581e+02  4.64758606e+02]
 [-1.18436121e+03  4.82077271e+02]
 [-6.04705849e+01  4.83525726e+02]
 [-7.78557495e+02  4.58092987e+02]
 [-1.23157753e+02  4.58102814e+02]
 [ 9.71107559e+01  4.78689484e+02]
 [-1.30444482e+03  4.88698364e+02]
 [-1.24312427e+03  4.93330780e+02]
 [-3.12599525e+01  5.01007172e+02]
 [-1.50200464e+03  5.08797638e+02]
 [-8.09952515e+02  4.66310608e+02]
 [-1.01407178e+03  4.87166168e+02]
 [-1.27002307e+03  4.98984222e+02]
 [-1.34081268e+02  4.63704163e+02]
 [-5.78770081e+02  4.59553040e+02]
 [ 3.59572983e+01  4.78744598e+02]
 [-1.61918793e+02  4.53716522e+02]
 [-4.39046135e+01  4.77767761e+02]
 [-6.34723022e+02  4.60402161e+02]
 [-1.30776172e+03  4.90839142e+02]
 [-1.42525281e+03  5.03145599e+02]
