fitness: [[ 2.81741425e+02  4.87034088e+02]
 [ 5.33360243e+00  4.99767029e+02]
 [-2.12371044e+01  4.69646667e+02]
 [-4.44646118e+02  4.97986969e+02]
 [-8.38712769e+02  4.99858826e+02]
 [ 1.22885513e+02  5.05870514e+02]
 [-7.57190674e+02  5.01947479e+02]
 [ 3.33093529e+01  4.85574585e+02]
 [ 2.44432587e+02  4.74346954e+02]
 [-2.11801853e+01  5.33970459e+02]
 [ 3.37174568e+01  4.87249390e+02]
 [ 8.19714508e+01  4.91064087e+02]
 [-9.46829224e+02  5.86922791e+02]
 [-5.01436432e+02  4.94283661e+02]
 [-4.50454987e+02  4.82448639e+02]
 [ 8.29956360e+01  4.75386414e+02]
 [ 1.93819389e+01  4.78205688e+02]
 [ 8.80689163e+01  4.68406036e+02]
 [-7.24088516e+01  5.03763763e+02]
 [-2.21748295e+01  4.84618713e+02]
 [ 1.01841499e+02  4.76150146e+02]
 [ 6.19787407e+01  4.69552887e+02]
 [-6.51432678e+02  5.00565399e+02]
 [-6.12545593e+02  4.89095642e+02]
 [-2.02462559e+01  4.96707764e+02]
 [-1.44269226e+02  4.83003082e+02]
 [-2.86651382e+01  4.98770752e+02]
 [-8.94242001e+00  4.84169434e+02]
 [-1.83133087e+02  4.63990143e+02]
 [-3.57794762e+01  4.96381317e+02]
 [-7.08791565e+02  5.04825958e+02]
 [-7.26252625e+02  5.01133423e+02]
 [ 2.80696564e+01  4.78942688e+02]
 [-3.88109093e+01  5.03232635e+02]
 [-2.89817780e+02  4.65939850e+02]
 [ 3.20054436e+01  4.90188293e+02]
 [-7.51320984e+02  4.96876648e+02]
 [-2.85748535e+02  4.67017181e+02]
 [-1.58135757e+02  4.85731262e+02]
 [ 2.73500183e+02  4.72398804e+02]
 [ 1.03722458e+02  5.13365601e+02]
 [-7.39321899e+02  5.04110718e+02]
 [ 3.37661247e+01  4.80475037e+02]
 [-5.41389923e+01  4.74106415e+02]
 [-3.91921654e+01  4.67472229e+02]
 [-2.42330532e+01  4.73561829e+02]
 [-2.05281555e+02  4.62729553e+02]
 [-1.53470840e+02  4.69605652e+02]
 [-7.01488800e+01  4.72533630e+02]
 [-3.26699066e+02  4.92873657e+02]
 [ 2.44641708e+02  4.74490906e+02]
 [ 4.83099289e+01  4.80142090e+02]
 [-1.03453209e+02  4.66726837e+02]
 [-8.64509430e+01  4.90762604e+02]
 [-2.19330780e+02  4.72034637e+02]
 [-4.19266815e+02  4.94189972e+02]
 [-1.21398811e+02  5.04337738e+02]
 [-3.58804932e+01  4.80012878e+02]
 [-1.69231079e+02  4.79583649e+02]
 [ 1.64487625e+02  4.89603485e+02]
 [ 8.91307297e+01  4.89315155e+02]
 [-5.14503052e+02  4.98988983e+02]
 [ 4.13745728e+02  4.82593903e+02]
 [-1.48763626e+02  5.07105621e+02]
 [-4.81953705e+02  4.98380432e+02]
 [-1.76420975e+02  4.68181671e+02]
 [ 7.59315567e+01  4.84405884e+02]
 [-8.06682312e+02  5.00433716e+02]
 [ 1.50766785e+02  4.71103851e+02]
 [-1.36810745e+02  4.81675995e+02]
 [ 1.93116550e+01  4.69719757e+02]
 [ 6.32103271e+01  4.76632629e+02]
 [-1.11338104e+02  4.98880005e+02]
