fitness: [[ 8.20547333e+01  4.86932465e+02]
 [ 7.22138443e+01  4.75331787e+02]
 [-1.04319751e+03  4.87294342e+02]
 [-1.74662430e+02  4.74029755e+02]
 [ 2.32398643e+01  4.51498474e+02]
 [-1.01758569e+03  5.00876923e+02]
 [-8.39478638e+02  4.69682343e+02]
 [ 2.09430344e+02  4.91434845e+02]
 [-5.41481812e+02  4.57810699e+02]
 [-2.99808533e+02  4.76671539e+02]
 [-2.61300079e+02  4.98581573e+02]
 [ 1.49408447e+02  4.93232086e+02]
 [-6.76533997e+02  4.81571594e+02]
 [-1.07790845e+03  4.95536072e+02]
 [-6.92779053e+02  4.64549866e+02]
 [-1.55994736e+02  4.95500397e+02]
 [-4.72785126e+02  4.62556641e+02]
 [-1.08440735e+03  4.67039062e+02]
 [-2.68138885e+02  4.52174652e+02]
 [ 1.58329895e+02  4.88181854e+02]
 [-8.05148071e+02  4.73935883e+02]
 [-1.40274033e+02  4.94946289e+02]
 [-7.80317871e+02  4.59126495e+02]
 [-5.49775513e+02  4.59787140e+02]
 [-8.12501038e+02  4.69446167e+02]
 [ 2.75521149e+02  5.02865875e+02]
 [-1.95724319e+02  4.79812469e+02]
 [-1.66727332e+03  5.06845367e+02]
 [-1.63725781e+03  5.12138855e+02]
 [-1.06543164e+03  4.69559387e+02]
 [-8.71220337e+02  4.72154785e+02]
 [ 1.45969009e+02  4.56367737e+02]
 [-5.23853638e+02  4.56647064e+02]
 [-7.24888977e+02  4.62634857e+02]
 [-1.33883020e+03  4.91413391e+02]
 [-1.05542529e+03  4.92919922e+02]
 [ 6.56605988e+01  4.88586639e+02]
 [-9.81467529e+02  4.68451660e+02]
 [-1.70704150e+03  5.07491333e+02]
 [-7.85669250e+02  4.79830566e+02]
 [-5.84266113e+02  4.54549683e+02]
 [-9.82015137e+02  4.80883606e+02]
 [-2.97969666e+02  4.53419617e+02]
 [-1.24394775e+03  4.95688202e+02]
 [ 1.67979240e+01  4.75838104e+02]
 [-3.10228699e+02  4.97147247e+02]
 [ 3.56698532e+01  4.81694702e+02]
 [-5.24624268e+02  4.60238708e+02]
 [-6.85992310e+02  4.62481415e+02]
 [-7.75922241e+02  4.69259796e+02]
 [-1.68644466e+01  4.57938904e+02]
 [ 8.94245071e+01  4.98054962e+02]
 [ 3.36483803e+01  4.84533386e+02]
 [-9.83604736e+02  4.89056213e+02]
 [-8.05714340e+01  4.87749603e+02]
 [-1.33713794e+03  4.94222931e+02]
 [-7.51742798e+02  4.60435333e+02]
 [-8.28734924e+02  4.66448059e+02]
 [-1.05289154e+02  4.89817444e+02]
 [-2.06328011e+00  4.93485870e+02]
 [-2.40744446e+02  4.93181549e+02]
 [-7.59042740e+01  4.71056763e+02]
 [-9.45582397e+02  4.86110901e+02]
 [ 1.28498734e+02  4.90775330e+02]
 [ 3.21820107e+01  4.67465881e+02]
 [-2.48324928e+01  4.54165192e+02]
 [-5.44577454e+02  4.61167206e+02]
 [-7.18911621e+02  4.81600983e+02]
 [ 2.85757694e+01  4.79852997e+02]
 [ 6.66647644e+01  4.79633179e+02]
 [-4.54337540e+01  4.91152527e+02]
 [-7.27387817e+02  4.63311310e+02]
 [-2.53867737e+02  4.81523407e+02]
 [-6.26538452e+02  4.60560181e+02]
 [-1.00559961e+03  4.86236176e+02]
 [-8.40125977e+02  4.62237061e+02]
 [-5.17590370e+01  4.70278015e+02]
 [-7.80611267e+02  4.54899261e+02]
 [-9.31736908e+01  4.55517853e+02]
 [-1.34423560e+03  5.03727142e+02]
 [-1.19754684e+02  4.51060669e+02]
 [-6.94336853e+02  4.54836609e+02]
 [-6.80118958e+02  4.77609344e+02]
 [-1.19660352e+03  4.92075897e+02]
 [-4.31517601e+00  4.99436249e+02]
 [-3.34290497e+02  4.56026245e+02]
 [-4.50394714e+02  4.66264191e+02]
 [-1.52426855e+03  5.01109650e+02]
 [-1.08550317e+03  4.85354401e+02]
 [-5.00396240e+02  4.54005005e+02]
 [ 3.89869843e+01  4.75146454e+02]
 [-7.11544067e+02  4.63882324e+02]
 [-5.62277985e+01  4.59262146e+02]
 [-6.88312439e+02  4.63097778e+02]
 [-9.79987549e+02  4.87305908e+02]
 [-6.70642334e+02  4.69289795e+02]
 [-8.20257568e+02  4.69846283e+02]
 [-1.09558430e+01  4.61299927e+02]
 [-1.20212927e+03  4.97679169e+02]
 [-1.06969592e+03  4.85619629e+02]
 [-2.18186768e+02  4.53572479e+02]
 [-6.82684204e+02  4.61785034e+02]
 [-7.77754272e+02  4.62388916e+02]
 [-7.05348328e+02  4.56155518e+02]
 [-2.44445801e+01  4.80997101e+02]
 [-4.80232208e+02  4.91420044e+02]
 [-1.19534497e+03  4.96966095e+02]
 [-9.82986603e+01  4.55935516e+02]
 [-7.35290222e+01  4.87522217e+02]
 [-1.53833099e+02  4.72739624e+02]
 [-4.65811035e+02  4.58668640e+02]
 [-1.44928564e+03  5.03083649e+02]
 [-5.94568054e+02  4.60417389e+02]
 [-7.33696167e+02  4.56246033e+02]
 [ 8.53720779e+01  5.01558807e+02]
 [-6.58912964e+02  4.56198639e+02]
 [-1.66543396e+03  5.10950470e+02]
 [-9.66449203e+01  4.90036407e+02]
 [-5.18169800e+02  4.60537903e+02]
 [-9.29380920e+02  4.62529694e+02]
 [-6.14191772e+02  4.58401367e+02]
 [-8.09548706e+02  4.70904633e+02]
 [-5.66719933e+01  5.03622162e+02]
 [-7.81818314e+01  4.51560913e+02]
 [-1.52846301e+03  4.95166260e+02]
 [-1.36937073e+03  4.93384583e+02]
 [-7.78123398e+01  4.84318939e+02]
 [-5.56797180e+02  4.61402954e+02]
 [-6.96657333e+01  4.66491333e+02]
 [-6.07074585e+01  4.88216370e+02]
 [ 2.43218822e+01  4.83912048e+02]
 [-1.58086836e-01  4.81075897e+02]
 [-1.46517444e+03  5.04357300e+02]
 [-2.65201111e+01  4.98760254e+02]
 [ 1.32229584e+02  4.89418060e+02]
 [-5.35243149e+01  4.90036652e+02]
 [-9.78667053e+02  4.81001770e+02]
 [-1.05233142e+03  4.71470367e+02]
 [-1.04896011e+02  4.89566833e+02]
 [ 5.39149666e+01  4.80927521e+02]
 [-1.75349829e+03  5.10328766e+02]
 [-3.13453827e+02  4.62316711e+02]
 [-5.44993896e+02  4.57016815e+02]
 [ 2.16553177e+02  4.82176086e+02]
 [-4.14021759e+01  4.88297943e+02]
 [ 1.20278862e+02  4.84138947e+02]
 [-1.12123474e+03  4.86084442e+02]
 [-6.92201782e+02  4.58210022e+02]
 [-8.44201233e+02  4.62807404e+02]
 [-7.20761490e+01  4.75117645e+02]
 [-6.83492188e+02  4.60560181e+02]
 [-4.51875153e+02  4.59946289e+02]
 [-5.31025940e+02  5.05040314e+02]
 [-1.03328943e+03  4.80552063e+02]
 [-4.54168587e+01  4.80674988e+02]
 [-6.56459290e+02  4.57785492e+02]
 [-7.88535706e+02  4.66311584e+02]
 [-7.56920700e+01  4.76967743e+02]
 [-1.16873572e+03  4.88192444e+02]
 [-1.77261063e+02  4.91326050e+02]
 [-9.19941772e+02  4.71526489e+02]
 [-4.51484283e+02  4.60636353e+02]
 [-1.41301416e+03  4.96611633e+02]
 [-7.28191040e+02  4.58109406e+02]
 [-1.09309753e+03  4.90953705e+02]
 [-1.26263623e+03  4.86195129e+02]
 [-1.35058098e+01  4.73443298e+02]
 [-7.09845642e+02  4.65112762e+02]
 [-1.06153748e+03  4.83253357e+02]
 [-9.39111938e+02  4.86468292e+02]
 [-9.96570282e+01  4.95630524e+02]
 [-8.27854492e+02  4.71816162e+02]
 [ 3.19309864e+01  4.82463470e+02]
 [ 1.46945663e+02  4.67651611e+02]
 [-9.19307861e+02  4.82745667e+02]
 [-2.49918365e+01  4.81612488e+02]
 [-1.13581409e+03  4.86847656e+02]
 [-2.09825287e+01  4.84766663e+02]
 [ 2.27784901e+01  4.51546387e+02]
 [-1.53882397e+03  5.02578888e+02]
 [-2.11223663e+02  4.54116241e+02]
 [-2.05448780e+01  4.94689697e+02]
 [ 7.86628952e+01  4.59432953e+02]
 [-1.01842735e+02  4.61295258e+02]
 [-1.32242289e+01  4.82876923e+02]
 [-9.17435791e+02  4.74447327e+02]
 [-8.56506958e+01  4.51850830e+02]
 [ 1.60663559e+02  4.61421875e+02]
 [-1.13295715e+03  4.84369324e+02]
 [-9.34095459e+02  4.66639313e+02]
 [ 1.80014145e+02  4.99715302e+02]
 [ 9.88617783e+01  4.81495667e+02]
 [-7.31829956e+02  4.60892059e+02]
 [ 6.27547150e+01  4.98427063e+02]
 [-1.01161707e+03  4.85048004e+02]
 [-5.80175659e+02  4.60455353e+02]
 [-1.19320642e+03  4.91611511e+02]
 [-7.62825623e+02  4.83017944e+02]
 [ 5.15100784e+01  4.60817322e+02]
 [-1.33625952e+03  4.96076965e+02]
 [-9.95896362e+02  4.78237671e+02]
 [-5.85209473e+02  4.68949554e+02]
 [-1.19966162e+03  4.88628296e+02]
 [-1.32673706e+02  4.93357056e+02]
 [-9.03461304e+01  4.77411560e+02]
 [-5.58074646e+02  4.57918060e+02]
 [-7.24219482e+02  4.74143555e+02]
 [ 5.48603058e+01  4.87245514e+02]
 [ 2.71002441e+02  4.61585785e+02]
 [-1.08905286e+03  5.00626373e+02]
 [-9.41351257e+02  4.84502808e+02]
 [-3.46240807e+01  4.89866577e+02]
 [-9.10853882e+02  5.04030731e+02]
 [ 1.07784081e+01  4.83977509e+02]
 [ 2.30686426e+00  4.55972412e+02]
 [ 1.88296494e+02  4.84609283e+02]
 [-7.33538895e+01  4.94506927e+02]
 [ 2.60533562e+01  5.04912750e+02]
 [-1.54087372e+02  5.06339935e+02]
 [-9.17332947e+02  4.86597656e+02]
 [-9.99261932e+01  5.00935089e+02]
 [-6.03899117e+01  4.83325714e+02]
 [-2.16209488e+02  4.73738434e+02]
 [-8.39475769e+02  4.75735779e+02]
 [-1.99439758e+02  4.73817352e+02]
 [ 1.51646408e+02  5.05221741e+02]
 [-6.54813156e+01  4.78994537e+02]
 [-1.01416527e+02  4.89881134e+02]
 [-4.18551971e+02  4.78515778e+02]
 [ 3.22229233e+01  4.88878723e+02]
 [-1.33552527e+03  4.85250153e+02]
 [ 4.27512016e+01  4.85998230e+02]
 [ 1.66387970e+02  5.03320740e+02]
 [-3.22262817e+02  5.15535156e+02]
 [-1.53896837e+01  4.85896973e+02]
 [-7.00970642e+02  4.62092194e+02]
 [-8.93913391e+02  4.60417114e+02]
 [-7.93199310e+01  5.06709381e+02]
 [-8.22733879e+00  4.83013092e+02]
 [ 7.92129440e+01  4.72024994e+02]
 [ 9.94094543e+01  4.93617920e+02]
 [-4.17480347e+02  4.86510956e+02]
 [-9.08228271e+02  4.72260986e+02]
 [-9.66915710e+02  4.84788361e+02]
 [-7.47972794e+01  5.11046906e+02]
 [-1.08849683e+03  4.92368378e+02]
 [-6.80872681e+02  4.62267670e+02]
 [ 2.27314163e+02  4.95010193e+02]
 [-1.37999506e+01  4.90340393e+02]
 [-1.51482776e+03  5.04455872e+02]
 [-7.31116333e+02  4.65752838e+02]
 [-1.18564844e+03  4.97540863e+02]
 [-2.60998413e+02  4.69200043e+02]
 [-1.25195305e+02  5.01114502e+02]
 [ 4.59020729e+01  4.92704987e+02]
 [-9.15763916e+02  4.64546265e+02]
 [-9.17402466e+02  4.67156494e+02]
 [-4.30377960e+02  5.09733154e+02]
 [ 8.25880280e+01  4.89048950e+02]
 [-2.20020355e+02  4.81233795e+02]
 [-9.12066879e+01  4.90377533e+02]
 [ 7.60266342e+01  4.82999329e+02]
 [-5.29275330e+02  4.99743408e+02]
 [-7.32946777e+01  4.86845612e+02]
 [ 6.69480133e+01  4.85310944e+02]
 [-1.70856247e+02  4.91962860e+02]
 [ 1.18118919e+02  4.93114746e+02]
 [-4.83648438e+02  4.59715179e+02]
 [-2.83872253e+02  5.03645782e+02]
 [-6.81227875e+01  4.81015228e+02]
 [-9.78500061e+02  4.63670074e+02]
 [-4.09590393e+02  5.01031281e+02]
 [-1.11423828e+03  4.99054047e+02]
 [-6.67008514e+01  4.91084167e+02]
 [-6.51750183e+01  4.92511292e+02]
 [-3.28220711e+01  4.80747955e+02]
 [-2.78796326e+02  4.94085815e+02]
 [-5.82658020e+02  4.60866333e+02]
 [ 1.45081879e+02  4.74387756e+02]
 [-7.81982803e+01  4.83331635e+02]
 [-1.41490234e+02  5.14015015e+02]
 [ 1.35507059e+01  4.95821808e+02]
 [-3.28388367e+02  4.77290741e+02]
 [-5.01505928e+01  5.04405182e+02]
 [-3.73933182e+01  4.67399414e+02]
 [-3.24078888e+02  4.76442810e+02]
 [-2.65639740e+02  5.10675964e+02]
 [-1.38138824e+02  4.86569611e+02]
 [-1.30298694e+03  4.95946228e+02]
 [-1.17893652e+03  4.84504089e+02]
 [ 8.08010330e+01  5.08769928e+02]
 [-9.61635925e+02  4.77959290e+02]
 [ 1.06193314e+02  4.81936737e+02]
 [-8.45709305e+01  4.91330688e+02]
