fitness: [[ 1.20887695e+02  4.73659210e+02]
 [-3.46325264e+01  4.63519012e+02]
 [-7.83983704e+02  4.76455872e+02]
 [-8.90444031e+01  4.93170929e+02]
 [-9.76252136e+02  4.63805847e+02]
 [-7.41461609e+02  4.65728638e+02]
 [ 1.32922348e+02  4.78296143e+02]
 [-3.54658539e+02  4.63791077e+02]
 [-1.03580420e+03  4.85174347e+02]
 [-4.29301697e+02  4.66261505e+02]
 [-7.92927856e+02  4.74635040e+02]
 [-1.34070569e+03  4.94503357e+02]
 [-6.22616577e+02  4.56693237e+02]
 [-1.50068469e+03  5.05625153e+02]
 [-7.37582092e+01  4.79870392e+02]
 [-1.06376831e+02  4.90913239e+02]
 [-8.52663879e+02  5.05291748e+02]
 [-1.69127039e+03  5.09376251e+02]
 [-3.14380741e+01  4.83777435e+02]
 [ 1.64884918e+02  4.63329437e+02]
 [ 4.85359306e+01  4.80675934e+02]
 [ 3.04632168e+01  4.53910980e+02]
 [-1.14110779e+02  4.57666565e+02]
 [-6.92154785e+02  4.61823517e+02]
 [-6.42609863e+02  4.65333771e+02]
 [-3.36110443e+02  4.62723816e+02]
 [ 1.23221329e+02  5.01693909e+02]
 [-9.90340149e+02  4.83733032e+02]
 [-9.33160095e+02  4.65485779e+02]
 [-1.00433508e+03  4.81050659e+02]
 [-1.11502747e+02  4.80121674e+02]
 [-7.87825500e+02  4.71590759e+02]
 [-8.01909363e+02  4.63520142e+02]
 [-1.46590613e+03  5.06464111e+02]
 [ 2.92701996e+02  5.02343506e+02]
 [-1.13586462e+03  4.84964905e+02]
 [-1.35288574e+03  5.05088593e+02]
 [-4.80538483e+02  4.61469849e+02]
 [ 4.06432495e+01  4.72783508e+02]
 [-4.58810120e+02  4.59611786e+02]
 [ 2.62390564e+02  4.71539703e+02]
 [-9.16282471e+02  4.93447357e+02]
 [-4.14751396e+01  4.58008698e+02]
 [-4.79413391e+02  4.63389465e+02]
 [-8.41073975e+02  4.61530670e+02]
 [-6.50856934e+02  4.61260895e+02]
 [-1.40339465e+03  4.86470306e+02]
 [ 1.74832797e+00  4.57934509e+02]
 [-5.46276794e+02  4.58958221e+02]
 [-8.12684387e+02  4.65276825e+02]
 [-1.11098059e+03  4.87439392e+02]
 [-5.38601868e+02  4.57997375e+02]
 [-1.03388733e+03  4.83656128e+02]
 [ 1.63061478e+02  4.47467865e+02]
 [-6.29296509e+02  4.63546936e+02]
 [-6.90369690e+02  4.62657013e+02]
 [ 9.56952362e+01  5.02421417e+02]
 [-6.20638855e+02  4.58739655e+02]
 [-1.31244702e+03  4.94658112e+02]
 [-8.59693542e+02  4.75617279e+02]
 [-1.46212036e+03  4.90401611e+02]
 [-1.44627365e+02  4.92114349e+02]
 [-4.06837982e+02  4.61083282e+02]
 [ 1.12782692e+02  4.65203766e+02]
 [-2.39528992e+02  4.55795502e+02]
 [-5.73342346e+02  4.57546936e+02]
 [-2.12485901e+02  4.53917297e+02]
 [ 1.17372274e+01  4.80140839e+02]
 [-5.85758911e+02  4.61100372e+02]
 [-1.49068640e+03  4.95911896e+02]
 [-7.57132690e+02  4.66737061e+02]
 [ 1.43080185e+02  4.75693054e+02]
 [-1.51240833e+03  5.06256927e+02]
 [-8.03948669e+02  4.61405884e+02]
 [-8.47735672e+01  4.57130157e+02]
 [-7.46733154e+02  4.61877625e+02]
 [ 1.95112419e+01  4.62976624e+02]
 [ 2.89930450e+02  4.71554504e+02]
 [-6.26175720e+02  4.59816406e+02]
 [-3.28805664e+02  4.54449097e+02]
 [ 3.58503380e+01  4.53916168e+02]
 [-4.98341553e+02  4.60089752e+02]
 [-9.74675659e+02  4.78473267e+02]
 [-1.35586621e+03  4.88992401e+02]
 [-1.00683954e+03  4.86824860e+02]
 [ 1.51408020e+02  4.86263519e+02]
 [-7.47673035e+02  4.66615997e+02]
 [-9.81179810e+01  4.52370483e+02]
 [ 7.40110016e+00  4.75678986e+02]
 [ 1.55020233e+02  4.95930634e+02]
 [-1.54870422e+03  5.03636658e+02]
 [ 1.38297104e+02  4.89794403e+02]
 [-1.63116016e+03  4.99621155e+02]
 [ 5.98322945e+01  4.90334290e+02]
 [-9.97302246e+02  4.80915924e+02]
 [-8.52611328e+02  4.65382019e+02]
 [-1.32484204e+03  4.95616730e+02]
 [-1.68994537e+02  4.56218140e+02]
 [-1.04283972e+03  4.88395813e+02]
 [-9.94389725e+01  4.54241699e+02]
 [-9.30230591e+02  4.61120331e+02]
 [-1.40556287e+03  4.96626862e+02]
 [-1.14325586e+03  4.88162933e+02]
 [-6.87952087e+02  4.53613953e+02]
 [-1.74044205e+02  4.86495331e+02]
 [-7.03135254e+02  4.66628693e+02]
 [-1.43449573e+03  4.93732666e+02]
 [-3.89878922e+01  4.54713440e+02]
 [ 3.92717438e+01  4.79138306e+02]
 [-9.41927917e+02  4.86199066e+02]
 [-8.63510132e+02  4.67674286e+02]
 [ 3.43714867e+01  4.64854370e+02]
 [-4.69880142e+01  4.75780914e+02]
